timestamp,account_id,interface_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,action,log_status
2026-03-18 03:56:48,123456789012,eni-ghi789,10.4.93.103,32.60.240.154,7821,6379,1,5675,3426782,REJECT,OK
2026-03-18 09:10:17,123456789012,eni-abc123,123.13.125.23,10.197.27.218,50837,443,17,3696,8430707,REJECT,OK
2026-03-18 00:22:29,123456789012,eni-def456,175.246.22.108,10.59.151.167,21113,3306,17,1835,9587661,ACCEPT,OK
2026-03-18 11:46:10,123456789012,eni-abc123,10.50.127.126,10.12.179.247,13994,6379,17,6139,9227630,ACCEPT,OK
2026-03-18 22:30:48,123456789012,eni-def456,35.32.10.63,10.91.171.48,46836,3306,6,6036,7777770,ACCEPT,OK
2026-03-18 20:32:12,123456789012,eni-abc123,10.92.218.121,10.217.225.190,20307,443,6,7875,8083102,REJECT,OK
2026-03-18 22:29:10,123456789012,eni-abc123,10.95.37.236,10.113.70.176,65441,6379,1,1889,6211335,ACCEPT,OK
2026-03-18 00:19:44,123456789012,eni-abc123,10.143.108.160,10.60.58.49,47701,3306,17,9456,7642159,ACCEPT,OK
2026-03-18 06:34:46,123456789012,eni-def456,10.121.75.136,124.147.134.209,28075,6379,1,3009,7038605,ACCEPT,OK
2026-03-18 07:38:54,123456789012,eni-ghi789,10.242.83.224,10.40.159.118,28246,6379,17,3035,3427735,ACCEPT,OK
2026-03-18 16:45:20,123456789012,eni-abc123,10.183.201.72,10.252.235.55,57207,80,1,9062,1179793,ACCEPT,OK
2026-03-18 19:34:36,123456789012,eni-ghi789,50.109.23.53,43.204.250.160,5665,22,1,371,9624868,ACCEPT,OK
2026-03-18 18:11:55,123456789012,eni-def456,10.113.53.62,10.4.162.113,59304,443,1,7707,2852624,REJECT,OK
2026-03-18 16:40:08,123456789012,eni-def456,10.230.171.135,10.166.48.234,60275,6379,6,729,2908662,ACCEPT,OK
2026-03-18 12:42:49,123456789012,eni-ghi789,10.195.205.185,10.92.254.107,45635,3306,17,3035,4736626,ACCEPT,OK
