timestamp,account_id,interface_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,action,log_status
2026-03-02 18:43:26,123456789012,eni-def456,71.54.71.233,75.210.187.92,48927,443,1,5215,6534836,ACCEPT,OK
2026-03-02 05:09:48,123456789012,eni-abc123,10.243.151.125,150.45.197.74,33458,3306,6,5794,332261,ACCEPT,OK
2026-03-02 22:04:50,123456789012,eni-ghi789,10.12.41.105,220.69.104.117,20582,3306,1,4555,4738091,ACCEPT,OK
2026-03-02 02:49:08,123456789012,eni-def456,72.203.131.238,10.156.201.13,44812,5432,6,2247,1653686,ACCEPT,OK
2026-03-02 03:40:52,123456789012,eni-ghi789,10.224.4.105,10.212.151.60,12688,6379,6,8621,830462,ACCEPT,OK
2026-03-02 10:20:48,123456789012,eni-ghi789,50.253.82.45,10.134.215.206,44447,6379,17,2257,9803371,ACCEPT,OK
2026-03-02 05:58:59,123456789012,eni-abc123,68.180.114.28,10.245.23.208,44904,80,1,5506,1812558,REJECT,OK
2026-03-02 02:55:37,123456789012,eni-abc123,10.202.204.139,10.228.201.239,24084,3306,6,7878,7088537,ACCEPT,OK
2026-03-02 07:27:47,123456789012,eni-def456,176.190.51.164,44.4.203.239,4291,5432,6,5964,5819912,REJECT,OK
2026-03-02 19:09:33,123456789012,eni-abc123,10.14.77.108,10.159.242.81,32727,5432,17,3946,4753070,REJECT,OK
2026-03-02 10:57:59,123456789012,eni-def456,10.183.28.50,10.91.222.242,38167,3306,17,8078,6374707,ACCEPT,OK
2026-03-02 23:29:07,123456789012,eni-abc123,10.133.61.196,10.55.169.251,65148,6379,1,5621,6821009,ACCEPT,OK
2026-03-02 10:27:06,123456789012,eni-def456,10.218.38.119,10.152.109.116,12308,5432,17,6010,4947756,ACCEPT,OK
2026-03-02 11:20:23,123456789012,eni-def456,10.197.190.184,150.51.234.75,11571,443,17,3303,4684720,REJECT,OK
2026-03-02 11:43:08,123456789012,eni-def456,10.74.149.229,10.178.241.50,30517,443,6,3844,5331834,ACCEPT,OK
2026-03-02 05:24:55,123456789012,eni-def456,10.92.24.176,169.0.173.240,31427,80,6,3421,917209,ACCEPT,OK
2026-03-02 11:20:15,123456789012,eni-abc123,10.37.183.208,182.45.247.72,21023,5432,1,2201,3965482,ACCEPT,OK
2026-03-02 06:06:30,123456789012,eni-def456,10.75.84.39,10.221.242.161,22836,3306,6,7874,3378373,ACCEPT,OK
2026-03-02 18:13:06,123456789012,eni-abc123,10.254.9.144,10.74.12.175,3511,80,6,1916,2077327,ACCEPT,OK
2026-03-02 01:28:45,123456789012,eni-ghi789,70.92.207.47,10.55.34.109,14850,443,6,1358,389616,ACCEPT,OK
2026-03-02 12:37:30,123456789012,eni-def456,223.158.64.107,10.219.67.235,34280,443,6,167,3249876,ACCEPT,OK
2026-03-02 19:24:57,123456789012,eni-ghi789,10.65.108.190,139.252.183.168,3898,22,17,1668,5183409,REJECT,OK
2026-03-02 14:34:09,123456789012,eni-abc123,206.134.194.205,10.254.65.77,24145,80,6,1149,1567389,ACCEPT,OK
2026-03-02 19:03:09,123456789012,eni-def456,10.42.211.105,10.111.193.213,22369,80,17,1093,5525719,ACCEPT,OK
2026-03-02 10:12:35,123456789012,eni-ghi789,10.115.173.215,59.122.155.24,23089,6379,6,4521,1568000,ACCEPT,OK
2026-03-02 23:44:31,123456789012,eni-abc123,10.255.148.188,104.109.169.179,24605,22,1,9258,9631773,ACCEPT,OK
2026-03-02 17:43:30,123456789012,eni-def456,10.204.151.3,10.147.150.25,1328,5432,1,8601,3679819,ACCEPT,OK
2026-03-02 11:21:39,123456789012,eni-def456,197.38.200.168,10.146.217.89,36728,3306,17,2072,3307992,ACCEPT,OK
2026-03-02 05:22:27,123456789012,eni-ghi789,190.191.69.31,10.144.34.223,28119,6379,6,9495,4006859,REJECT,OK
2026-03-02 07:55:30,123456789012,eni-def456,114.213.162.248,14.17.8.120,42070,80,17,2421,6178766,ACCEPT,OK
2026-03-02 22:22:11,123456789012,eni-def456,42.18.227.205,10.84.17.250,64551,443,17,6501,6351072,REJECT,OK
2026-03-02 09:13:45,123456789012,eni-def456,213.141.179.115,111.157.205.87,53734,443,17,3055,9379048,ACCEPT,OK
2026-03-02 19:40:06,123456789012,eni-abc123,10.37.13.101,10.133.234.149,46316,443,6,1705,864170,ACCEPT,OK
