timestamp,device_id,action,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration_sec,severity,policy_name,country_src,country_dst
2026-03-01 05:38:08,FGT-02,DENY,203.0.113.88,10.195.166.126,54780,80,ICMP,174214,199730,2672,low,vpn-split,CN,PA
2026-03-01 16:55:31,FGT-01,ALLOW,10.10.5.200,10.186.121.130,40221,3389,TCP,152173,476585,382,medium,internet-access,US,IN
2026-03-01 17:58:13,FGT-01,DENY,21.64.144.5,10.112.169.232,15735,80,ICMP,309243,780175,2263,high,dmz-policy,GB,DE
2026-03-01 16:39:49,FGT-01,ALLOW,10.10.5.200,10.212.180.166,31947,8080,UDP,327343,153274,238,low,vpn-split,PA,PA
2026-03-01 10:03:50,FGT-02,ALLOW,10.0.1.20,160.0.248.104,16796,3389,UDP,353741,326475,1200,medium,internet-access,GB,CN
2026-03-01 18:31:28,FGT-01,DENY,146.124.107.225,10.8.208.192,37143,53,UDP,109693,970755,3080,low,internet-access,PA,CN
2026-03-01 16:34:05,FGT-01,ALLOW,10.0.2.30,10.13.15.37,12919,80,TCP,207313,985226,1836,low,internal-only,BR,BR
2026-03-01 05:54:24,FGT-02,DROP,91.108.4.12,68.55.74.77,7603,3389,TCP,219408,60180,740,medium,dmz-policy,KP,US
2026-03-01 04:06:15,FGT-01,DENY,146.124.107.225,10.211.218.49,14197,22,TCP,40717,312476,2119,low,dmz-policy,DE,GB
2026-03-01 23:26:53,FGT-01,ALLOW,192.168.1.75,10.122.247.11,58391,22,UDP,218745,381337,1063,medium,dmz-policy,US,IN
2026-03-01 01:23:57,FGT-02,ALLOW,10.0.1.10,10.126.54.218,40743,445,TCP,111052,515554,1638,medium,internet-access,US,IN
2026-03-01 19:00:54,FGT-01,DENY,185.220.101.45,10.85.213.97,29957,53,UDP,391266,368283,3297,low,internal-only,MX,DE
2026-03-01 02:56:16,FGT-02,ALLOW,203.0.113.88,80.177.61.12,49741,3389,TCP,330727,25042,921,critical,dmz-policy,IN,IN
2026-03-01 15:45:03,FGT-02,DENY,10.0.1.20,10.17.120.31,42413,445,UDP,224491,357193,31,high,vpn-split,KP,CN
2026-03-01 16:21:34,FGT-01,DROP,91.108.4.12,38.238.107.150,7231,443,UDP,353853,595436,1863,high,dmz-policy,PA,PA
2026-03-01 14:52:53,FGT-01,ALLOW,185.220.101.45,10.23.120.131,34582,8080,UDP,67246,857413,3234,low,vpn-split,GB,PA
2026-03-01 19:02:01,FGT-01,DENY,45.33.32.156,10.135.133.242,5507,443,TCP,308627,121963,979,low,dmz-policy,BR,IN
2026-03-01 15:17:55,FGT-01,ALLOW,31.184.238.128,10.38.61.205,24081,3389,ICMP,128659,401721,984,low,vpn-split,PA,KP
