timestamp,device_id,event_type,user,src_ip,vpn_gateway,auth_method,session_duration_sec,bytes_transferred,status,failure_reason
2026-02-25 01:19:13,FGT-03,SESSION_START,mlopez,131.164.122.95,vpn-gw-01,MFA,14590,3815487,success,
2026-02-25 17:41:30,FGT-03,SESSION_START,svc-account,191.35.88.164,vpn-gw-02,password,5661,4549297,success,
2026-02-25 10:59:09,FGT-03,SESSION_START,mlopez,64.194.130.72,vpn-gw-02,MFA,16182,2459458,success,
2026-02-25 00:21:34,FGT-01,AUTH_SUCCESS,svc-account,173.226.78.237,vpn-gw-01,MFA,19688,64673,success,
2026-02-25 10:50:41,FGT-02,AUTH_SUCCESS,mlopez,134.32.75.142,vpn-gw-02,password,3064,4861600,success,
2026-02-25 21:49:13,FGT-03,AUTH_FAIL,admin,114.110.37.74,vpn-gw-01,MFA,0,0,fail,timeout
2026-02-25 23:26:01,FGT-02,AUTH_FAIL,admin,165.6.55.218,vpn-gw-01,certificate,0,0,fail,timeout
2026-02-25 11:10:07,FGT-02,SESSION_START,admin,56.138.154.172,vpn-gw-01,MFA,25794,4047205,success,
2026-02-25 07:40:08,FGT-01,SESSION_END,agarcia,167.179.175.244,vpn-gw-01,password,7372,3114287,success,
2026-02-25 15:18:59,FGT-01,AUTH_SUCCESS,mlopez,214.14.0.24,vpn-gw-02,MFA,6974,4371493,success,
2026-02-25 13:19:19,FGT-01,AUTH_SUCCESS,agarcia,100.12.151.244,vpn-gw-01,certificate,21639,2781647,success,
2026-02-25 07:17:55,FGT-01,SESSION_START,fmartinez,151.35.41.228,vpn-gw-02,password,8528,3659365,success,
2026-02-25 04:14:30,FGT-03,AUTH_FAIL,mlopez,223.244.118.249,vpn-gw-01,MFA,0,0,fail,blocked_ip
2026-02-25 12:21:29,FGT-02,SESSION_END,admin,148.103.70.103,vpn-gw-02,MFA,23797,3971626,success,
2026-02-25 12:15:35,FGT-02,SESSION_START,svc-account,26.23.250.176,vpn-gw-02,certificate,28331,859982,success,
2026-02-25 07:10:47,FGT-03,AUTH_SUCCESS,agarcia,43.72.51.227,vpn-gw-02,password,12932,4112090,success,
2026-02-25 13:57:41,FGT-01,AUTH_SUCCESS,agarcia,101.112.136.217,vpn-gw-02,MFA,9709,1107534,success,
2026-02-25 10:52:02,FGT-02,AUTH_SUCCESS,jsmith,124.74.6.124,vpn-gw-02,MFA,8857,393019,success,
2026-02-25 19:11:08,FGT-02,SESSION_END,agarcia,171.121.0.127,vpn-gw-01,MFA,26547,2943836,success,
2026-02-25 09:31:54,FGT-01,SESSION_START,admin,166.69.179.209,vpn-gw-01,MFA,15460,3755111,success,
2026-02-25 21:53:35,FGT-02,SESSION_START,agarcia,90.51.183.152,vpn-gw-02,certificate,7453,3065209,success,
2026-02-25 17:50:53,FGT-01,AUTH_FAIL,svc-account,44.59.191.35,vpn-gw-02,certificate,0,0,fail,blocked_ip
2026-02-25 21:33:35,FGT-02,AUTH_FAIL,admin,122.54.92.60,vpn-gw-02,password,0,0,fail,expired_cert
2026-02-25 06:13:17,FGT-01,AUTH_SUCCESS,jsmith,126.109.24.77,vpn-gw-02,password,23575,4951615,success,
2026-02-25 03:17:35,FGT-01,SESSION_END,jsmith,47.110.134.88,vpn-gw-02,MFA,28371,4941414,success,
2026-02-25 17:25:16,FGT-03,AUTH_FAIL,mlopez,34.194.138.4,vpn-gw-02,MFA,0,0,fail,timeout
2026-02-25 14:46:08,FGT-03,SESSION_END,fmartinez,209.24.33.249,vpn-gw-01,certificate,2411,3458412,success,
2026-02-25 13:15:11,FGT-01,SESSION_END,mlopez,214.245.194.51,vpn-gw-02,MFA,4126,1972934,success,
2026-02-25 13:59:06,FGT-03,AUTH_SUCCESS,jsmith,23.233.120.201,vpn-gw-02,MFA,4244,3072782,success,
2026-02-25 02:19:44,FGT-01,SESSION_START,jsmith,1.2.124.195,vpn-gw-02,MFA,14789,4321534,success,
2026-02-25 08:53:20,FGT-02,AUTH_SUCCESS,svc-account,200.155.60.78,vpn-gw-02,certificate,5573,1607750,success,
2026-02-25 19:53:06,FGT-03,AUTH_SUCCESS,fmartinez,111.73.218.20,vpn-gw-01,password,7023,3009965,success,
2026-02-25 14:10:18,FGT-01,AUTH_FAIL,jsmith,59.144.110.1,vpn-gw-02,MFA,0,0,fail,blocked_ip
2026-02-25 07:18:40,FGT-02,SESSION_START,fmartinez,122.32.138.224,vpn-gw-02,password,27987,3912150,success,
2026-02-25 21:17:29,FGT-03,AUTH_SUCCESS,fmartinez,36.138.30.203,vpn-gw-02,certificate,24257,3905912,success,
2026-02-25 10:44:01,FGT-02,AUTH_FAIL,agarcia,16.39.176.8,vpn-gw-01,password,0,0,fail,wrong_password
2026-02-25 09:00:52,FGT-02,SESSION_START,mlopez,190.173.60.67,vpn-gw-02,certificate,11817,986442,success,
2026-02-25 04:39:37,FGT-01,AUTH_FAIL,admin,190.223.8.61,vpn-gw-02,MFA,0,0,fail,timeout
2026-02-25 02:49:45,FGT-01,AUTH_FAIL,mlopez,14.132.76.5,vpn-gw-01,password,0,0,fail,wrong_password
2026-02-25 07:27:27,FGT-03,AUTH_FAIL,fmartinez,23.36.2.206,vpn-gw-01,certificate,0,0,fail,blocked_ip
2026-02-25 17:03:36,FGT-01,AUTH_SUCCESS,svc-account,189.42.123.3,vpn-gw-01,certificate,15485,3853189,success,
2026-02-25 21:09:41,FGT-03,AUTH_SUCCESS,jsmith,115.120.58.125,vpn-gw-01,password,24887,3651862,success,
2026-02-25 15:12:33,FGT-03,SESSION_END,agarcia,44.80.138.134,vpn-gw-02,MFA,24940,2978417,success,
