timestamp,device_id,event_type,user,src_ip,vpn_gateway,auth_method,session_duration_sec,bytes_transferred,status,failure_reason
2026-03-08 14:46:02,FGT-03,AUTH_SUCCESS,admin,149.226.69.71,vpn-gw-02,MFA,15918,4187230,success,
2026-03-08 13:41:06,FGT-03,AUTH_FAIL,mlopez,20.91.224.240,vpn-gw-01,password,0,0,fail,wrong_password
2026-03-08 02:44:10,FGT-03,AUTH_FAIL,admin,70.37.209.71,vpn-gw-02,certificate,0,0,fail,blocked_ip
2026-03-08 13:00:58,FGT-03,AUTH_SUCCESS,agarcia,95.220.236.36,vpn-gw-01,certificate,25681,3212229,success,
2026-03-08 15:49:20,FGT-03,AUTH_SUCCESS,jsmith,52.141.219.95,vpn-gw-01,MFA,23041,778272,success,
2026-03-08 12:58:46,FGT-01,AUTH_SUCCESS,jsmith,94.77.142.248,vpn-gw-01,certificate,14424,3808217,success,
2026-03-08 17:59:30,FGT-03,SESSION_END,jsmith,112.100.171.69,vpn-gw-01,password,27686,789721,success,
2026-03-08 22:14:10,FGT-01,AUTH_SUCCESS,agarcia,174.16.80.201,vpn-gw-02,certificate,11886,984097,success,
2026-03-08 01:38:34,FGT-01,SESSION_START,jsmith,187.20.191.48,vpn-gw-02,MFA,9508,3333998,success,
2026-03-08 09:13:45,FGT-03,SESSION_END,svc-account,154.74.160.17,vpn-gw-02,password,17053,2356090,success,
2026-03-08 08:36:13,FGT-03,AUTH_FAIL,svc-account,120.103.136.25,vpn-gw-02,MFA,0,0,fail,blocked_ip
2026-03-08 10:00:31,FGT-03,AUTH_FAIL,svc-account,153.117.173.26,vpn-gw-01,MFA,0,0,fail,wrong_password
2026-03-08 07:58:34,FGT-02,AUTH_SUCCESS,jsmith,77.140.222.176,vpn-gw-01,password,2687,404210,success,
2026-03-08 10:23:54,FGT-03,SESSION_START,agarcia,36.97.210.48,vpn-gw-02,password,23652,402092,success,
2026-03-08 16:06:19,FGT-03,AUTH_SUCCESS,mlopez,35.200.61.16,vpn-gw-02,MFA,23650,2240221,success,
2026-03-08 08:53:38,FGT-02,SESSION_START,admin,210.176.133.174,vpn-gw-01,certificate,3817,4329436,success,
2026-03-08 00:22:28,FGT-03,AUTH_SUCCESS,jsmith,154.160.16.238,vpn-gw-02,MFA,16605,4801125,success,
2026-03-08 03:17:13,FGT-01,SESSION_END,mlopez,211.26.77.161,vpn-gw-02,password,22168,831814,success,
2026-03-08 11:21:46,FGT-02,SESSION_END,agarcia,123.207.151.11,vpn-gw-01,certificate,13583,710263,success,
2026-03-08 08:36:44,FGT-02,AUTH_FAIL,fmartinez,171.241.117.129,vpn-gw-01,certificate,0,0,fail,expired_cert
2026-03-08 08:17:46,FGT-02,AUTH_SUCCESS,svc-account,210.23.53.114,vpn-gw-02,password,11353,1386422,success,
2026-03-08 22:10:37,FGT-01,SESSION_END,fmartinez,190.126.243.45,vpn-gw-01,password,7528,3738876,success,
2026-03-08 01:05:09,FGT-03,SESSION_START,agarcia,96.60.242.56,vpn-gw-01,password,5768,1078025,success,
2026-03-08 11:08:25,FGT-01,AUTH_SUCCESS,mlopez,117.222.66.107,vpn-gw-02,certificate,25256,4730612,success,
2026-03-08 00:27:43,FGT-02,SESSION_START,agarcia,67.254.35.74,vpn-gw-02,password,17887,1443822,success,
2026-03-08 19:07:00,FGT-01,AUTH_FAIL,svc-account,210.22.143.232,vpn-gw-01,MFA,0,0,fail,blocked_ip
2026-03-08 18:58:49,FGT-03,AUTH_SUCCESS,mlopez,167.130.20.167,vpn-gw-02,MFA,2338,3723691,success,
2026-03-08 10:35:09,FGT-02,SESSION_START,admin,211.23.100.220,vpn-gw-02,certificate,20366,1316637,success,
2026-03-08 05:42:30,FGT-03,AUTH_SUCCESS,svc-account,80.73.102.45,vpn-gw-02,certificate,4682,935939,success,
2026-03-08 06:20:34,FGT-02,AUTH_FAIL,jsmith,218.184.71.229,vpn-gw-01,certificate,0,0,fail,blocked_ip
2026-03-08 11:03:51,FGT-03,AUTH_SUCCESS,agarcia,199.47.64.242,vpn-gw-01,MFA,26495,2877153,success,
2026-03-08 09:18:43,FGT-01,AUTH_FAIL,svc-account,19.203.157.229,vpn-gw-02,certificate,0,0,fail,wrong_password
2026-03-08 01:37:45,FGT-02,AUTH_SUCCESS,fmartinez,45.215.159.250,vpn-gw-01,MFA,9462,1121889,success,
2026-03-08 18:56:15,FGT-01,AUTH_FAIL,agarcia,50.136.236.86,vpn-gw-02,certificate,0,0,fail,wrong_password
2026-03-08 22:38:19,FGT-03,AUTH_SUCCESS,fmartinez,159.45.130.111,vpn-gw-02,certificate,26127,4351310,success,
2026-03-08 20:03:13,FGT-03,AUTH_FAIL,mlopez,3.40.206.39,vpn-gw-02,certificate,0,0,fail,expired_cert
2026-03-08 15:41:38,FGT-03,AUTH_SUCCESS,fmartinez,161.215.83.218,vpn-gw-01,certificate,1822,1794009,success,
2026-03-08 02:33:57,FGT-01,AUTH_SUCCESS,svc-account,189.96.238.108,vpn-gw-02,password,23289,137076,success,
2026-03-08 06:07:59,FGT-02,SESSION_START,fmartinez,162.47.134.169,vpn-gw-01,password,19139,4249895,success,
2026-03-08 02:10:15,FGT-03,SESSION_START,agarcia,170.40.60.209,vpn-gw-01,certificate,4276,1094431,success,
2026-03-08 11:53:11,FGT-03,AUTH_SUCCESS,svc-account,83.202.127.176,vpn-gw-02,password,28598,2728422,success,
2026-03-08 15:01:47,FGT-02,AUTH_FAIL,admin,54.7.30.179,vpn-gw-01,certificate,0,0,fail,wrong_password
2026-03-08 13:22:06,FGT-03,AUTH_FAIL,mlopez,175.193.32.98,vpn-gw-01,MFA,0,0,fail,expired_cert
2026-03-08 13:04:54,FGT-01,AUTH_FAIL,mlopez,142.45.192.232,vpn-gw-02,password,0,0,fail,timeout
2026-03-08 07:40:06,FGT-02,SESSION_START,mlopez,17.63.67.228,vpn-gw-01,MFA,19880,1761050,success,
2026-03-08 20:28:54,FGT-02,SESSION_END,admin,198.178.171.93,vpn-gw-01,certificate,26943,1729395,success,
2026-03-08 05:12:09,FGT-02,SESSION_START,jsmith,93.133.113.176,vpn-gw-01,MFA,1061,1930033,success,
2026-03-08 04:34:05,FGT-02,AUTH_SUCCESS,agarcia,180.107.216.8,vpn-gw-02,certificate,6439,1783442,success,
2026-03-08 13:34:53,FGT-03,SESSION_START,fmartinez,37.23.190.146,vpn-gw-01,MFA,26319,3115153,success,
2026-03-08 02:49:30,FGT-01,SESSION_START,jsmith,122.246.172.152,vpn-gw-02,MFA,26800,1772263,success,
2026-03-08 18:19:47,FGT-03,AUTH_FAIL,svc-account,165.57.21.105,vpn-gw-02,MFA,0,0,fail,timeout
2026-03-08 03:44:13,FGT-01,AUTH_FAIL,fmartinez,86.214.69.180,vpn-gw-02,certificate,0,0,fail,wrong_password
2026-03-08 16:10:17,FGT-01,SESSION_END,fmartinez,54.196.110.9,vpn-gw-01,password,10660,1169104,success,
2026-03-08 19:55:32,FGT-01,SESSION_START,jsmith,19.93.26.157,vpn-gw-01,certificate,5698,2125635,success,
2026-03-08 07:10:34,FGT-02,AUTH_SUCCESS,svc-account,32.146.28.86,vpn-gw-02,MFA,23372,382930,success,
2026-03-08 16:11:39,FGT-02,SESSION_START,admin,219.180.107.221,vpn-gw-02,certificate,2599,4968371,success,
2026-03-08 12:31:09,FGT-01,AUTH_FAIL,mlopez,95.143.201.172,vpn-gw-02,certificate,0,0,fail,blocked_ip
2026-03-08 08:25:02,FGT-03,AUTH_SUCCESS,agarcia,58.102.186.188,vpn-gw-02,MFA,9189,1294433,success,
2026-03-08 09:04:01,FGT-01,AUTH_SUCCESS,fmartinez,135.179.45.238,vpn-gw-02,MFA,1024,837291,success,
2026-03-08 15:25:11,FGT-02,AUTH_FAIL,mlopez,169.21.205.139,vpn-gw-02,password,0,0,fail,blocked_ip
2026-03-08 14:03:31,FGT-03,AUTH_SUCCESS,admin,2.118.59.122,vpn-gw-02,MFA,13616,4597286,success,
2026-03-08 11:34:25,FGT-03,SESSION_END,agarcia,223.76.150.220,vpn-gw-02,certificate,398,164856,success,
2026-03-08 15:39:27,FGT-01,SESSION_START,svc-account,115.143.67.60,vpn-gw-02,MFA,3033,2614774,success,
2026-03-08 14:22:55,FGT-01,SESSION_START,jsmith,114.174.217.48,vpn-gw-01,MFA,3415,2415851,success,
2026-03-08 23:02:25,FGT-01,AUTH_SUCCESS,mlopez,199.73.235.215,vpn-gw-02,MFA,27881,1768952,success,
2026-03-08 09:45:33,FGT-03,SESSION_START,mlopez,120.6.255.214,vpn-gw-02,password,21256,3207199,success,
2026-03-08 13:55:09,FGT-02,SESSION_START,admin,135.199.10.179,vpn-gw-02,password,14693,1861520,success,
2026-03-08 14:21:07,FGT-01,AUTH_SUCCESS,jsmith,161.26.5.53,vpn-gw-01,MFA,22715,1129421,success,
2026-03-08 06:34:31,FGT-03,AUTH_SUCCESS,svc-account,179.215.107.5,vpn-gw-02,password,2357,4983695,success,
2026-03-08 12:53:55,FGT-03,AUTH_SUCCESS,svc-account,132.154.29.45,vpn-gw-02,certificate,3536,602024,success,
2026-03-08 06:09:27,FGT-03,AUTH_SUCCESS,jsmith,199.88.147.248,vpn-gw-01,certificate,20093,1708454,success,
2026-03-08 07:27:42,FGT-02,SESSION_START,svc-account,195.28.160.114,vpn-gw-02,certificate,12120,1989121,success,
2026-03-08 06:48:38,FGT-02,SESSION_END,jsmith,204.82.4.30,vpn-gw-01,certificate,25357,2100048,success,
2026-03-08 16:56:56,FGT-02,AUTH_SUCCESS,agarcia,36.153.243.208,vpn-gw-02,MFA,15441,1143077,success,
2026-03-08 03:15:07,FGT-02,SESSION_END,mlopez,203.36.171.6,vpn-gw-02,MFA,13674,1998400,success,
2026-03-08 05:12:32,FGT-01,AUTH_FAIL,fmartinez,28.194.25.69,vpn-gw-02,certificate,0,0,fail,blocked_ip
2026-03-08 00:43:30,FGT-03,SESSION_END,admin,54.63.245.67,vpn-gw-01,certificate,2328,241371,success,
2026-03-08 17:35:40,FGT-02,AUTH_SUCCESS,fmartinez,116.221.123.209,vpn-gw-02,password,22095,4416153,success,
2026-03-08 17:03:44,FGT-01,AUTH_SUCCESS,fmartinez,147.222.169.198,vpn-gw-02,MFA,28383,615301,success,
2026-03-08 06:37:45,FGT-03,AUTH_SUCCESS,svc-account,76.61.219.233,vpn-gw-02,password,2847,760096,success,
2026-03-08 22:42:18,FGT-02,SESSION_END,agarcia,216.0.32.9,vpn-gw-02,password,3056,4979679,success,
2026-03-08 12:05:14,FGT-01,SESSION_START,jsmith,215.126.40.42,vpn-gw-02,password,13853,3202163,success,
2026-03-08 14:00:00,FGT-03,AUTH_FAIL,svc-account,166.153.159.210,vpn-gw-02,MFA,0,0,fail,expired_cert
2026-03-08 23:38:24,FGT-01,AUTH_FAIL,agarcia,112.147.88.64,vpn-gw-02,MFA,0,0,fail,expired_cert
2026-03-08 03:10:14,FGT-01,SESSION_START,fmartinez,172.102.4.210,vpn-gw-02,password,23183,1487476,success,
2026-03-08 12:35:20,FGT-01,SESSION_START,admin,123.147.101.101,vpn-gw-02,password,28620,106261,success,
2026-03-08 05:33:56,FGT-01,AUTH_SUCCESS,jsmith,62.189.246.33,vpn-gw-01,password,28462,4974384,success,
2026-03-08 17:31:53,FGT-03,SESSION_END,admin,69.194.153.128,vpn-gw-02,MFA,1538,4398127,success,
2026-03-08 22:50:49,FGT-01,AUTH_FAIL,fmartinez,60.41.153.197,vpn-gw-01,MFA,0,0,fail,expired_cert
2026-03-08 01:43:22,FGT-03,SESSION_END,fmartinez,117.21.168.104,vpn-gw-02,password,4256,1169792,success,
2026-03-08 02:14:24,FGT-02,AUTH_SUCCESS,svc-account,134.22.229.155,vpn-gw-02,MFA,3455,2752308,success,
2026-03-08 20:39:18,FGT-01,AUTH_SUCCESS,admin,122.210.111.150,vpn-gw-01,password,10810,4628703,success,
2026-03-08 02:36:46,FGT-03,AUTH_FAIL,admin,15.46.46.60,vpn-gw-02,password,0,0,fail,wrong_password
2026-03-08 22:20:59,FGT-03,AUTH_SUCCESS,fmartinez,196.250.183.186,vpn-gw-01,MFA,2280,142580,success,
2026-03-08 22:05:42,FGT-03,AUTH_FAIL,mlopez,192.135.206.19,vpn-gw-01,MFA,0,0,fail,timeout
2026-03-08 03:31:28,FGT-01,SESSION_START,jsmith,127.146.25.54,vpn-gw-01,certificate,21021,1469087,success,
2026-03-08 07:11:24,FGT-03,SESSION_START,admin,194.205.170.178,vpn-gw-02,MFA,13115,3190305,success,
2026-03-08 08:39:28,FGT-03,SESSION_END,admin,128.214.59.64,vpn-gw-02,password,12446,1073573,success,
2026-03-08 02:28:44,FGT-03,SESSION_END,agarcia,137.179.26.95,vpn-gw-01,password,842,4131889,success,
2026-03-08 10:56:54,FGT-01,SESSION_START,jsmith,171.247.52.193,vpn-gw-01,MFA,5917,1166778,success,
2026-03-08 20:16:55,FGT-01,AUTH_SUCCESS,jsmith,77.209.55.63,vpn-gw-01,password,11890,4254243,success,
2026-03-08 09:10:04,FGT-03,SESSION_START,fmartinez,205.22.247.79,vpn-gw-02,password,22014,4922923,success,
2026-03-08 18:04:28,FGT-01,SESSION_END,agarcia,30.142.120.94,vpn-gw-01,certificate,14513,2487651,success,
2026-03-08 06:36:53,FGT-01,AUTH_SUCCESS,fmartinez,86.129.0.21,vpn-gw-01,certificate,23816,3306889,success,
2026-03-08 20:21:19,FGT-02,SESSION_START,mlopez,189.12.93.32,vpn-gw-01,MFA,22710,3075514,success,
2026-03-08 19:37:01,FGT-01,AUTH_FAIL,fmartinez,191.240.113.8,vpn-gw-02,certificate,0,0,fail,timeout
2026-03-08 22:26:42,FGT-01,SESSION_END,jsmith,97.194.246.20,vpn-gw-02,certificate,6748,4273227,success,
2026-03-08 13:55:18,FGT-01,SESSION_END,mlopez,146.15.51.118,vpn-gw-02,password,27273,4211257,success,
2026-03-08 08:04:35,FGT-02,AUTH_SUCCESS,jsmith,151.209.111.246,vpn-gw-02,certificate,5107,1754915,success,
2026-03-08 16:33:39,FGT-01,AUTH_SUCCESS,mlopez,131.226.82.106,vpn-gw-01,certificate,2801,907085,success,
2026-03-08 20:57:00,FGT-02,AUTH_SUCCESS,agarcia,53.44.76.162,vpn-gw-01,certificate,8444,198773,success,
2026-03-08 17:36:24,FGT-01,AUTH_FAIL,svc-account,91.191.23.99,vpn-gw-01,MFA,0,0,fail,expired_cert
2026-03-08 17:02:35,FGT-02,AUTH_SUCCESS,svc-account,73.139.60.71,vpn-gw-02,MFA,28256,47129,success,
2026-03-08 20:23:04,FGT-03,AUTH_SUCCESS,fmartinez,173.214.36.86,vpn-gw-02,password,21001,113317,success,
2026-03-08 02:34:16,FGT-02,SESSION_START,svc-account,40.108.87.251,vpn-gw-02,certificate,5937,3990826,success,
2026-03-08 10:53:33,FGT-03,AUTH_SUCCESS,fmartinez,12.109.5.53,vpn-gw-02,certificate,16469,1613387,success,
2026-03-08 14:53:44,FGT-02,SESSION_END,agarcia,33.36.198.75,vpn-gw-01,MFA,14386,1924314,success,
2026-03-08 05:31:48,FGT-01,SESSION_END,jsmith,40.184.177.139,vpn-gw-02,password,26792,1268963,success,
2026-03-08 18:32:35,FGT-03,AUTH_FAIL,mlopez,33.65.54.221,vpn-gw-01,password,0,0,fail,wrong_password
2026-03-08 01:51:30,FGT-01,SESSION_END,admin,7.158.248.78,vpn-gw-02,password,8464,439938,success,
2026-03-08 16:07:37,FGT-03,AUTH_FAIL,agarcia,44.33.223.237,vpn-gw-01,password,0,0,fail,timeout
2026-03-08 13:58:31,FGT-01,AUTH_SUCCESS,jsmith,165.188.63.109,vpn-gw-01,password,25963,357925,success,
2026-03-08 17:29:52,FGT-03,SESSION_START,fmartinez,149.19.233.170,vpn-gw-01,password,19331,136186,success,
2026-03-08 11:57:43,FGT-01,AUTH_FAIL,svc-account,102.121.172.59,vpn-gw-02,certificate,0,0,fail,blocked_ip
2026-03-08 01:40:33,FGT-01,AUTH_FAIL,jsmith,119.159.208.196,vpn-gw-01,password,0,0,fail,expired_cert
2026-03-08 13:40:14,FGT-01,SESSION_START,jsmith,48.141.238.85,vpn-gw-01,MFA,28584,499934,success,
2026-03-08 10:41:56,FGT-01,SESSION_START,fmartinez,51.136.191.65,vpn-gw-01,MFA,28282,205372,success,
