timestamp,device_id,event_type,user,src_ip,vpn_gateway,auth_method,session_duration_sec,bytes_transferred,status,failure_reason
2026-03-06 20:58:52,FGT-02,SESSION_END,fmartinez,61.118.228.137,vpn-gw-01,password,12793,3199962,success,
2026-03-06 08:43:38,FGT-01,AUTH_SUCCESS,jsmith,123.59.69.50,vpn-gw-01,certificate,22559,3718380,success,
2026-03-06 18:46:40,FGT-02,AUTH_SUCCESS,fmartinez,20.219.18.104,vpn-gw-01,password,26478,1710836,success,
2026-03-06 19:41:53,FGT-02,AUTH_SUCCESS,admin,76.248.46.146,vpn-gw-01,password,24569,4613454,success,
2026-03-06 20:32:58,FGT-01,AUTH_SUCCESS,jsmith,120.8.68.128,vpn-gw-02,password,15881,4193433,success,
2026-03-06 11:31:11,FGT-02,AUTH_SUCCESS,jsmith,164.47.197.4,vpn-gw-01,certificate,9012,363136,success,
2026-03-06 00:14:30,FGT-03,AUTH_FAIL,admin,143.2.147.133,vpn-gw-01,certificate,0,0,fail,expired_cert
2026-03-06 06:03:03,FGT-02,AUTH_FAIL,fmartinez,19.64.5.189,vpn-gw-02,certificate,0,0,fail,timeout
2026-03-06 00:13:01,FGT-01,AUTH_FAIL,jsmith,152.147.235.191,vpn-gw-01,MFA,0,0,fail,blocked_ip
2026-03-06 16:12:53,FGT-01,AUTH_FAIL,agarcia,117.60.64.124,vpn-gw-02,certificate,0,0,fail,timeout
2026-03-06 16:40:13,FGT-02,SESSION_START,jsmith,79.157.55.158,vpn-gw-01,certificate,10093,4104629,success,
2026-03-06 08:10:06,FGT-03,AUTH_SUCCESS,fmartinez,129.10.190.28,vpn-gw-01,certificate,14536,76506,success,
2026-03-06 11:16:29,FGT-02,SESSION_START,agarcia,175.121.179.207,vpn-gw-01,certificate,28526,4454147,success,
2026-03-06 23:59:47,FGT-03,AUTH_SUCCESS,mlopez,138.116.78.114,vpn-gw-02,password,3014,1555754,success,
2026-03-06 14:14:41,FGT-02,AUTH_SUCCESS,jsmith,78.249.181.214,vpn-gw-01,certificate,883,4230182,success,
2026-03-06 10:33:08,FGT-03,AUTH_SUCCESS,jsmith,41.82.247.86,vpn-gw-01,certificate,8746,4702320,success,
2026-03-06 05:31:07,FGT-03,AUTH_SUCCESS,svc-account,151.140.200.39,vpn-gw-01,MFA,10817,4791030,success,
2026-03-06 23:31:10,FGT-01,AUTH_SUCCESS,jsmith,24.213.67.115,vpn-gw-01,MFA,4819,484163,success,
2026-03-06 14:04:12,FGT-02,SESSION_END,mlopez,46.88.161.40,vpn-gw-02,MFA,8240,2900882,success,
2026-03-06 02:41:48,FGT-03,AUTH_FAIL,jsmith,133.202.220.12,vpn-gw-01,password,0,0,fail,timeout
2026-03-06 22:14:09,FGT-01,SESSION_END,mlopez,161.200.171.119,vpn-gw-01,password,26273,356418,success,
2026-03-06 16:01:43,FGT-01,SESSION_START,agarcia,103.203.11.251,vpn-gw-02,certificate,20716,4556211,success,
2026-03-06 21:37:52,FGT-03,SESSION_END,admin,192.127.85.166,vpn-gw-01,certificate,20669,933811,success,
2026-03-06 02:19:29,FGT-03,AUTH_SUCCESS,svc-account,73.232.130.136,vpn-gw-02,certificate,16725,2093733,success,
2026-03-06 18:56:18,FGT-01,SESSION_START,jsmith,172.82.97.241,vpn-gw-02,password,23877,3309946,success,
2026-03-06 23:27:58,FGT-01,SESSION_END,admin,100.218.173.28,vpn-gw-01,password,1001,4550881,success,
2026-03-06 04:42:58,FGT-01,AUTH_SUCCESS,agarcia,94.151.82.177,vpn-gw-01,password,16195,2806159,success,
2026-03-06 18:50:50,FGT-03,AUTH_SUCCESS,jsmith,91.232.22.182,vpn-gw-02,MFA,12314,2888420,success,
2026-03-06 01:16:02,FGT-01,AUTH_FAIL,jsmith,194.55.161.76,vpn-gw-01,password,0,0,fail,expired_cert
