timestamp,account_id,interface_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,action,log_status
2026-03-09 02:17:28,123456789012,eni-ghi789,11.44.191.43,129.158.57.207,38498,5432,6,7560,3738252,REJECT,OK
2026-03-09 14:56:35,123456789012,eni-ghi789,10.83.82.132,10.142.2.175,58404,22,1,9779,7097734,ACCEPT,OK
2026-03-09 19:30:05,123456789012,eni-ghi789,10.89.148.208,10.190.97.25,30003,6379,1,3085,5503270,ACCEPT,OK
2026-03-09 23:26:28,123456789012,eni-def456,10.222.30.224,10.87.249.36,52123,443,17,4162,6545388,ACCEPT,OK
2026-03-09 16:03:41,123456789012,eni-def456,10.196.192.137,216.135.132.185,24056,80,6,4119,4540428,REJECT,OK
2026-03-09 16:09:21,123456789012,eni-ghi789,10.67.77.128,81.205.185.131,24232,443,1,2256,8373431,REJECT,OK
2026-03-09 17:06:55,123456789012,eni-def456,37.60.81.251,10.225.114.184,45739,22,6,4124,8719601,ACCEPT,OK
2026-03-09 17:29:04,123456789012,eni-ghi789,10.139.87.152,81.225.13.204,61154,6379,17,4213,3616051,ACCEPT,OK
2026-03-09 18:51:19,123456789012,eni-abc123,213.237.114.39,10.131.116.236,54416,3306,17,3933,2603866,ACCEPT,OK
2026-03-09 18:57:33,123456789012,eni-def456,10.197.67.34,10.86.182.170,13863,80,6,336,1473289,ACCEPT,OK
2026-03-09 03:01:02,123456789012,eni-abc123,10.161.246.164,10.155.1.176,65292,80,6,1032,8222496,REJECT,OK
2026-03-09 03:58:14,123456789012,eni-abc123,112.148.209.12,10.188.51.193,49956,80,17,2185,6775590,ACCEPT,OK
2026-03-09 07:18:40,123456789012,eni-abc123,91.21.225.233,10.99.26.143,51263,3306,6,8805,3410561,REJECT,OK
2026-03-09 05:25:35,123456789012,eni-ghi789,31.192.208.131,10.86.149.94,61466,6379,17,7398,5175244,REJECT,OK
2026-03-09 15:59:25,123456789012,eni-ghi789,10.55.3.18,10.171.235.51,4504,5432,1,8539,3067689,REJECT,OK
2026-03-09 05:12:35,123456789012,eni-ghi789,10.27.247.130,10.13.173.202,45878,5432,6,3743,2232218,REJECT,OK
2026-03-09 14:09:17,123456789012,eni-ghi789,97.48.69.248,10.81.182.243,44667,3306,1,5473,1836406,REJECT,OK
2026-03-09 19:41:17,123456789012,eni-def456,112.30.197.222,10.111.206.2,44796,80,1,482,6968411,ACCEPT,OK
2026-03-09 20:46:58,123456789012,eni-ghi789,192.23.137.155,10.171.84.73,7825,80,6,7035,4257247,ACCEPT,OK
2026-03-09 01:17:04,123456789012,eni-def456,10.79.241.214,10.143.154.49,27043,80,6,6570,7597343,ACCEPT,OK
2026-03-09 14:13:57,123456789012,eni-def456,86.202.220.156,10.47.10.51,65513,6379,6,1311,2652494,ACCEPT,OK
2026-03-09 20:07:44,123456789012,eni-abc123,10.61.85.213,129.114.170.218,21029,5432,6,1804,6854710,ACCEPT,OK
2026-03-09 01:11:06,123456789012,eni-abc123,10.179.11.107,10.18.148.206,3473,22,1,3446,7789999,ACCEPT,OK
2026-03-09 21:08:17,123456789012,eni-abc123,3.122.149.205,10.251.63.161,10508,3306,17,1044,3287680,ACCEPT,OK
2026-03-09 16:18:15,123456789012,eni-ghi789,10.187.36.132,46.218.226.134,43093,22,6,8253,4260575,REJECT,OK
2026-03-09 09:58:27,123456789012,eni-ghi789,179.119.67.217,57.2.208.81,26514,3306,1,7367,8040446,REJECT,OK
2026-03-09 06:08:41,123456789012,eni-abc123,51.27.246.170,179.25.90.104,10706,5432,6,8183,1975190,ACCEPT,OK
2026-03-09 21:53:34,123456789012,eni-def456,94.129.167.212,10.0.115.77,58586,22,1,3040,8130988,ACCEPT,OK
2026-03-09 02:18:52,123456789012,eni-abc123,7.23.175.151,204.69.192.244,1328,6379,6,8063,7531962,ACCEPT,OK
2026-03-09 19:13:15,123456789012,eni-ghi789,10.230.239.180,10.239.220.224,45727,80,17,6654,7968816,ACCEPT,OK
2026-03-09 17:01:53,123456789012,eni-ghi789,128.229.107.250,115.83.121.58,61682,443,6,4059,9830824,ACCEPT,OK
2026-03-09 10:30:01,123456789012,eni-abc123,10.248.183.115,33.203.193.194,51607,3306,17,3090,2882008,ACCEPT,OK
2026-03-09 13:19:46,123456789012,eni-abc123,10.124.218.181,10.176.98.38,35864,80,6,9561,3564758,ACCEPT,OK
2026-03-09 12:07:14,123456789012,eni-ghi789,10.64.220.63,10.91.73.42,24280,5432,6,7497,8954906,REJECT,OK
2026-03-09 07:45:08,123456789012,eni-ghi789,10.145.210.7,10.33.44.198,52778,5432,6,6107,4831784,ACCEPT,OK
2026-03-09 02:17:19,123456789012,eni-abc123,10.30.38.195,10.71.122.204,3019,5432,6,9737,2254454,ACCEPT,OK
2026-03-09 22:53:07,123456789012,eni-abc123,13.17.45.246,10.179.200.72,46390,6379,6,7110,8808939,ACCEPT,OK
2026-03-09 07:52:40,123456789012,eni-ghi789,10.200.226.128,10.64.161.3,38193,5432,17,5866,3123212,ACCEPT,OK
2026-03-09 23:42:32,123456789012,eni-abc123,188.53.99.151,61.81.78.220,37265,3306,6,5179,1542364,ACCEPT,OK
2026-03-09 11:21:45,123456789012,eni-ghi789,10.192.28.173,10.76.99.189,58565,80,1,4617,7051597,ACCEPT,OK
2026-03-09 09:54:41,123456789012,eni-ghi789,10.85.252.112,152.64.113.22,53291,22,6,3430,6824971,ACCEPT,OK
2026-03-09 23:19:12,123456789012,eni-abc123,10.224.15.156,10.200.11.14,12896,443,1,7022,353871,ACCEPT,OK
2026-03-09 10:50:13,123456789012,eni-def456,179.227.32.52,10.215.242.10,11842,6379,17,3688,8579466,ACCEPT,OK
2026-03-09 09:51:22,123456789012,eni-ghi789,10.225.167.231,10.248.219.54,50217,22,6,761,4644946,ACCEPT,OK
2026-03-09 23:41:57,123456789012,eni-abc123,10.52.36.70,45.53.40.243,5513,3306,6,6879,4137103,ACCEPT,OK
2026-03-09 14:36:41,123456789012,eni-ghi789,158.100.45.226,10.241.62.124,46389,3306,1,5998,9482462,ACCEPT,OK
2026-03-09 19:44:29,123456789012,eni-ghi789,10.44.174.54,25.44.10.98,44480,80,17,5392,8523359,REJECT,OK
2026-03-09 16:45:10,123456789012,eni-abc123,71.24.129.48,10.208.150.108,21053,5432,1,497,4848106,ACCEPT,OK
2026-03-09 14:14:37,123456789012,eni-abc123,132.159.203.185,174.57.48.254,15494,3306,1,1226,5716796,REJECT,OK
2026-03-09 19:22:37,123456789012,eni-ghi789,10.57.26.193,10.19.191.235,13248,22,1,5691,9421818,ACCEPT,OK
2026-03-09 19:21:47,123456789012,eni-ghi789,10.197.112.81,10.47.241.49,17074,3306,1,5131,7361839,ACCEPT,OK
2026-03-09 03:01:13,123456789012,eni-abc123,10.213.206.174,10.207.188.178,25656,80,17,222,8208684,ACCEPT,OK
2026-03-09 20:07:20,123456789012,eni-abc123,61.200.240.207,10.70.229.123,20884,5432,17,4651,4675246,ACCEPT,OK
2026-03-09 07:29:04,123456789012,eni-abc123,10.90.151.97,82.247.160.50,14205,443,6,9405,3249440,ACCEPT,OK
2026-03-09 15:12:37,123456789012,eni-def456,10.237.255.91,137.4.91.214,16569,22,1,7243,473628,ACCEPT,OK
2026-03-09 06:24:52,123456789012,eni-def456,10.186.125.135,127.199.125.19,33145,443,17,7219,269014,ACCEPT,OK
2026-03-09 16:44:21,123456789012,eni-ghi789,222.14.15.152,10.114.32.221,47744,3306,17,1354,5565567,REJECT,OK
2026-03-09 10:48:27,123456789012,eni-def456,10.190.17.73,10.125.144.51,32643,80,17,5706,7008136,ACCEPT,OK
2026-03-09 23:03:33,123456789012,eni-def456,218.10.217.247,10.126.100.8,31784,22,6,4195,3100216,ACCEPT,OK
2026-03-09 06:32:19,123456789012,eni-ghi789,40.14.145.215,10.61.80.1,63013,6379,6,5202,3419492,ACCEPT,OK
2026-03-09 04:57:46,123456789012,eni-ghi789,134.195.22.30,10.6.134.17,45926,5432,17,1652,5176782,REJECT,OK
2026-03-09 18:15:52,123456789012,eni-ghi789,10.167.33.9,139.200.116.98,13252,443,17,7795,654065,ACCEPT,OK
2026-03-09 14:08:35,123456789012,eni-ghi789,70.95.188.200,10.168.194.88,34708,80,17,746,6096507,ACCEPT,OK
2026-03-09 23:46:39,123456789012,eni-def456,10.225.216.200,203.66.162.218,45984,5432,1,2345,1245451,REJECT,OK
2026-03-09 03:39:57,123456789012,eni-def456,10.231.88.186,10.43.150.207,6575,80,6,1826,5222294,REJECT,OK
2026-03-09 02:36:45,123456789012,eni-def456,60.170.159.18,37.250.28.100,6516,5432,17,9573,1214654,ACCEPT,OK
2026-03-09 04:28:07,123456789012,eni-ghi789,10.254.194.80,10.215.117.15,9468,443,6,2227,5965490,ACCEPT,OK
2026-03-09 00:33:04,123456789012,eni-def456,35.228.60.173,10.81.235.220,26340,80,1,1129,8289785,ACCEPT,OK
2026-03-09 15:02:31,123456789012,eni-abc123,10.211.86.16,10.231.164.125,43809,5432,17,5411,6324051,ACCEPT,OK
2026-03-09 17:43:04,123456789012,eni-def456,10.247.2.3,64.83.110.146,52313,443,6,5735,5437853,ACCEPT,OK
2026-03-09 21:44:58,123456789012,eni-ghi789,10.184.93.127,140.142.163.216,27698,3306,6,2485,6206351,ACCEPT,OK
2026-03-09 17:32:00,123456789012,eni-ghi789,10.167.67.215,54.109.119.95,60995,5432,6,6740,6986636,ACCEPT,OK
2026-03-09 07:04:07,123456789012,eni-abc123,195.133.30.208,137.111.26.179,30979,6379,1,7003,274707,ACCEPT,OK
2026-03-09 12:30:42,123456789012,eni-def456,214.175.144.254,10.110.229.140,25389,3306,6,2526,8493941,ACCEPT,OK
2026-03-09 04:32:26,123456789012,eni-ghi789,3.241.14.152,185.148.244.216,48002,3306,6,8827,477811,ACCEPT,OK
2026-03-09 07:34:23,123456789012,eni-ghi789,55.63.172.82,194.197.104.78,57318,22,17,8064,7157145,ACCEPT,OK
