timestamp,device_id,action,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration_sec,severity,policy_name,country_src,country_dst
2026-03-23 20:18:56,FGT-03,ALLOW,10.0.2.30,10.180.140.222,53853,443,ICMP,235845,115611,2908,critical,dmz-policy,DE,RU
2026-03-23 22:48:23,FGT-02,RESET,31.184.238.128,10.18.241.34,51152,445,ICMP,129608,547714,458,high,internal-only,MX,US
2026-03-23 17:06:03,FGT-02,DENY,91.108.4.12,10.86.142.243,14897,53,ICMP,364865,292697,698,low,internet-access,MX,IN
2026-03-23 04:07:50,FGT-01,DENY,10.10.5.100,10.129.231.144,24302,22,TCP,122381,716182,1967,low,vpn-split,PA,PA
2026-03-23 20:50:46,FGT-03,RESET,21.64.144.5,220.201.147.186,57838,3389,ICMP,468898,406386,2946,low,dmz-policy,CN,DE
2026-03-23 06:00:53,FGT-02,DENY,185.220.101.45,56.184.15.140,7227,3389,ICMP,23747,450530,2161,low,internet-access,MX,BR
2026-03-23 20:15:18,FGT-02,ALLOW,10.10.5.200,121.130.90.163,57532,8080,ICMP,442883,365107,2391,low,dmz-policy,IN,IN
2026-03-23 12:45:27,FGT-01,RESET,62.210.180.229,10.142.231.185,16358,80,TCP,65287,337726,2026,low,vpn-split,US,RU
2026-03-23 09:16:59,FGT-01,DROP,185.220.101.45,10.9.14.223,41967,53,UDP,198925,158600,1966,low,internal-only,RU,MX
2026-03-23 16:25:43,FGT-02,DENY,203.0.113.88,10.4.21.130,48201,443,TCP,324545,26181,1162,low,internal-only,MX,IN
2026-03-23 16:27:47,FGT-02,DENY,198.51.100.23,10.3.242.16,53664,53,ICMP,230129,619458,2901,low,dmz-policy,RU,RU
2026-03-23 18:24:39,FGT-03,DENY,198.51.100.23,167.95.31.251,51619,8080,ICMP,354801,545359,75,medium,vpn-split,US,RU
2026-03-23 12:16:27,FGT-01,ALLOW,109.201.133.195,107.213.223.75,56654,445,UDP,481356,971047,2379,high,internet-access,IN,BR
2026-03-23 10:48:56,FGT-02,DROP,198.51.100.23,10.193.62.111,50457,445,UDP,497978,760023,327,critical,vpn-split,PA,CN
2026-03-23 19:47:35,FGT-01,DENY,185.220.101.45,10.12.178.177,36089,3389,ICMP,448925,662221,70,low,vpn-split,IN,MX
2026-03-23 03:34:08,FGT-01,ALLOW,198.51.100.23,42.91.147.189,26645,22,ICMP,354174,98638,1913,medium,internal-only,MX,US
2026-03-23 08:41:09,FGT-02,ALLOW,185.156.73.54,10.204.204.63,53436,22,UDP,413740,668392,1516,low,vpn-split,IN,DE
2026-03-23 23:48:34,FGT-01,RESET,203.0.113.88,35.204.184.68,19853,22,TCP,268443,109478,2114,low,internal-only,RU,IN
2026-03-23 13:57:10,FGT-03,RESET,185.220.101.45,10.227.210.68,44943,445,ICMP,116894,761829,3522,high,dmz-policy,MX,PA
2026-03-23 20:21:02,FGT-02,ALLOW,21.64.144.5,10.152.149.108,65407,80,TCP,320042,241564,1272,medium,internal-only,IN,BR
2026-03-23 07:15:38,FGT-01,DENY,185.220.101.45,10.1.226.229,17244,80,TCP,42368,694410,1618,low,dmz-policy,GB,US
2026-03-23 20:40:32,FGT-02,ALLOW,146.124.107.225,10.208.179.169,51305,22,TCP,152274,862452,3537,low,internet-access,RU,DE
2026-03-23 01:51:31,FGT-01,ALLOW,146.124.107.225,10.183.158.194,20613,443,TCP,213714,756763,2224,low,internal-only,RU,BR
