timestamp,device_id,action,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration_sec,severity,policy_name,country_src,country_dst
2026-02-24 11:51:57,FGT-02,ALLOW,10.10.5.200,196.125.51.50,47424,8080,TCP,84308,360114,246,low,internal-only,DE,PA
2026-02-24 13:35:09,FGT-03,ALLOW,62.210.180.229,10.240.132.41,40279,80,UDP,15678,111974,1401,low,vpn-split,DE,GB
2026-02-24 18:40:46,FGT-01,DENY,91.108.4.12,10.197.10.179,47288,8080,ICMP,48295,99716,684,medium,internet-access,CN,DE
2026-02-24 18:42:02,FGT-02,DENY,91.108.4.12,10.179.76.239,15735,3389,UDP,229077,871442,1435,medium,internal-only,DE,PA
2026-02-24 18:02:01,FGT-01,ALLOW,194.165.16.11,10.231.194.74,7970,80,TCP,452462,576318,1817,medium,internal-only,DE,DE
2026-02-24 06:43:35,FGT-02,DENY,45.33.32.156,10.161.85.101,3703,3389,ICMP,295029,247892,514,critical,internal-only,PA,DE
2026-02-24 18:07:22,FGT-02,ALLOW,146.124.107.225,10.139.52.226,35776,80,ICMP,263453,605037,2249,low,internet-access,RU,BR
2026-02-24 06:02:28,FGT-02,ALLOW,185.156.73.54,10.247.12.160,15382,443,UDP,485496,132174,2303,high,dmz-policy,GB,GB
2026-02-24 06:37:36,FGT-01,ALLOW,185.156.73.54,10.66.148.95,62588,443,UDP,315981,578762,291,low,vpn-split,PA,IN
2026-02-24 20:11:27,FGT-02,DROP,45.33.32.156,10.228.26.9,39955,80,TCP,167242,313848,2317,medium,internal-only,MX,CN
2026-02-24 18:16:02,FGT-03,ALLOW,10.0.2.15,128.219.128.141,12836,80,TCP,81844,11874,2019,low,dmz-policy,PA,US
2026-02-24 21:12:26,FGT-03,ALLOW,146.124.107.225,10.141.41.184,15380,53,ICMP,439425,851771,574,low,internal-only,PA,DE
2026-02-24 16:38:13,FGT-01,ALLOW,77.88.55.60,10.189.237.173,38076,8080,ICMP,86113,13890,1110,medium,internet-access,BR,IN
2026-02-24 11:50:32,FGT-03,ALLOW,77.88.55.60,10.213.124.36,32027,22,UDP,375584,685772,688,low,internal-only,CN,US
2026-02-24 04:13:49,FGT-01,DENY,89.248.167.131,169.5.227.188,37498,3389,ICMP,254300,16237,1442,medium,internal-only,GB,PA
2026-02-24 07:35:15,FGT-03,ALLOW,21.64.144.5,10.202.246.119,61005,8080,ICMP,88759,132608,956,low,dmz-policy,US,DE
2026-02-24 19:20:59,FGT-02,ALLOW,81.24.72.156,10.87.48.198,18819,445,UDP,47791,909544,44,low,vpn-split,MX,MX
2026-02-24 12:54:41,FGT-03,DENY,91.108.4.12,10.8.144.232,55017,8080,UDP,40286,196069,2545,medium,internal-only,GB,DE
2026-02-24 06:35:57,FGT-02,DROP,21.64.144.5,121.223.163.81,36551,445,TCP,314447,915638,1602,low,internal-only,KP,PA
2026-02-24 03:05:32,FGT-01,DENY,203.0.113.88,10.0.123.94,39622,80,TCP,349585,987529,2884,medium,internet-access,IN,BR
