timestamp,device_id,event_type,user,src_ip,vpn_gateway,auth_method,session_duration_sec,bytes_transferred,status,failure_reason
2026-03-05 22:51:01,FGT-03,SESSION_START,admin,207.143.138.148,vpn-gw-01,MFA,2933,2988639,success,
2026-03-05 16:24:33,FGT-02,AUTH_FAIL,admin,133.67.161.23,vpn-gw-02,password,0,0,fail,expired_cert
2026-03-05 09:49:26,FGT-01,SESSION_START,agarcia,184.251.205.87,vpn-gw-02,password,11630,4017926,success,
2026-03-05 18:23:50,FGT-03,SESSION_END,mlopez,114.224.91.188,vpn-gw-02,certificate,1191,4776377,success,
2026-03-05 23:30:29,FGT-03,SESSION_END,mlopez,178.199.254.14,vpn-gw-02,MFA,13412,507287,success,
2026-03-05 03:21:26,FGT-01,AUTH_SUCCESS,agarcia,8.125.54.62,vpn-gw-02,password,20881,660135,success,
2026-03-05 22:28:08,FGT-03,SESSION_END,fmartinez,170.0.9.11,vpn-gw-01,MFA,4076,2734219,success,
2026-03-05 23:59:36,FGT-01,SESSION_START,svc-account,147.212.44.226,vpn-gw-01,MFA,24300,2316661,success,
2026-03-05 09:27:03,FGT-02,AUTH_SUCCESS,agarcia,112.160.132.50,vpn-gw-02,MFA,1622,4260215,success,
2026-03-05 12:37:55,FGT-03,SESSION_START,jsmith,8.74.73.18,vpn-gw-02,MFA,23424,4962242,success,
2026-03-05 06:35:02,FGT-02,AUTH_SUCCESS,fmartinez,187.13.8.253,vpn-gw-02,password,21190,2199028,success,
2026-03-05 15:46:58,FGT-02,SESSION_END,mlopez,38.50.184.23,vpn-gw-02,MFA,24412,4519348,success,
2026-03-05 04:15:20,FGT-03,AUTH_FAIL,svc-account,80.88.19.173,vpn-gw-01,MFA,0,0,fail,blocked_ip
2026-03-05 01:48:30,FGT-03,AUTH_SUCCESS,svc-account,125.139.224.74,vpn-gw-02,MFA,12306,4796950,success,
2026-03-05 05:47:18,FGT-02,SESSION_START,agarcia,86.170.92.165,vpn-gw-02,certificate,25711,2962987,success,
2026-03-05 16:21:02,FGT-02,AUTH_SUCCESS,svc-account,178.70.247.69,vpn-gw-02,certificate,23097,89394,success,
2026-03-05 11:56:15,FGT-03,AUTH_SUCCESS,admin,139.47.117.84,vpn-gw-01,certificate,24176,2666892,success,
2026-03-05 13:29:56,FGT-01,AUTH_SUCCESS,jsmith,183.241.76.62,vpn-gw-01,password,9749,2472143,success,
2026-03-05 20:43:37,FGT-03,SESSION_START,admin,146.231.249.245,vpn-gw-02,certificate,19289,2496866,success,
2026-03-05 04:59:42,FGT-02,SESSION_START,mlopez,26.242.92.193,vpn-gw-01,certificate,5080,4896908,success,
2026-03-05 12:32:33,FGT-01,AUTH_FAIL,svc-account,162.255.73.189,vpn-gw-01,MFA,0,0,fail,timeout
2026-03-05 14:10:00,FGT-01,SESSION_START,fmartinez,158.200.19.63,vpn-gw-02,certificate,25809,2221725,success,
2026-03-05 17:07:34,FGT-02,SESSION_START,jsmith,83.7.104.108,vpn-gw-01,certificate,25280,2982314,success,
2026-03-05 03:41:51,FGT-02,SESSION_END,admin,57.94.207.87,vpn-gw-01,password,23766,122720,success,
2026-03-05 10:01:16,FGT-01,SESSION_START,svc-account,143.133.170.109,vpn-gw-01,certificate,16859,498494,success,
2026-03-05 02:37:07,FGT-02,SESSION_START,agarcia,138.85.193.35,vpn-gw-02,password,24531,2254539,success,
2026-03-05 19:02:18,FGT-01,SESSION_END,admin,136.41.16.72,vpn-gw-01,MFA,5450,4073827,success,
2026-03-05 20:31:13,FGT-01,SESSION_START,agarcia,192.254.101.129,vpn-gw-01,MFA,14808,4564498,success,
