timestamp,device_id,action,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration_sec,severity,policy_name,country_src,country_dst
2026-03-02 09:45:56,FGT-03,RESET,10.10.5.100,10.162.139.236,26067,3389,ICMP,80003,85212,618,low,internal-only,BR,MX
2026-03-02 09:24:11,FGT-03,ALLOW,146.124.107.225,10.205.60.225,65117,3389,UDP,277476,368205,2630,low,internet-access,US,DE
2026-03-02 20:36:32,FGT-02,ALLOW,198.51.100.23,10.158.193.26,40486,53,UDP,473075,511406,877,medium,internet-access,DE,RU
2026-03-02 05:11:29,FGT-03,DENY,91.108.4.12,73.224.205.128,4238,3389,TCP,53626,17424,502,medium,internet-access,IN,CN
2026-03-02 06:12:29,FGT-03,DROP,185.156.73.54,10.238.175.47,8564,445,UDP,429076,775926,3334,medium,internal-only,CN,BR
2026-03-02 14:09:57,FGT-03,ALLOW,77.88.55.60,10.160.206.91,17262,22,TCP,311337,854157,1008,critical,vpn-split,PA,GB
2026-03-02 08:53:27,FGT-01,DENY,203.0.113.88,172.83.247.211,61201,3389,UDP,111150,225571,2037,low,internet-access,DE,PA
2026-03-02 17:09:49,FGT-03,ALLOW,89.248.167.131,10.142.187.227,33274,22,TCP,383878,126699,2569,high,internet-access,CN,KP
2026-03-02 17:10:48,FGT-02,DROP,198.51.100.23,10.150.135.190,47774,53,ICMP,339740,807229,2419,high,vpn-split,MX,IN
2026-03-02 02:59:54,FGT-01,ALLOW,10.0.1.10,10.220.166.132,8853,445,UDP,498438,650041,1791,low,internal-only,DE,PA
2026-03-02 00:48:37,FGT-01,ALLOW,31.184.238.128,187.4.171.213,50901,53,TCP,209772,165178,2335,high,internet-access,RU,PA
2026-03-02 21:58:34,FGT-01,DENY,198.51.100.23,132.174.61.18,1910,80,ICMP,152740,975429,2465,medium,vpn-split,RU,BR
2026-03-02 08:46:50,FGT-03,DENY,203.0.113.88,10.40.82.87,5602,22,UDP,12363,354343,1146,medium,dmz-policy,CN,GB
2026-03-02 05:16:43,FGT-02,ALLOW,10.0.1.20,118.191.235.246,46607,3389,UDP,412839,572056,1668,low,vpn-split,BR,CN
2026-03-02 17:53:00,FGT-03,DENY,10.0.1.20,10.175.69.108,29434,53,ICMP,278706,151942,498,critical,dmz-policy,GB,DE
2026-03-02 22:02:48,FGT-01,ALLOW,91.108.4.12,10.122.233.120,13506,53,ICMP,74108,546436,2654,high,vpn-split,GB,KP
2026-03-02 21:57:22,FGT-03,DROP,203.0.113.88,10.232.221.152,8234,22,ICMP,269070,648227,275,medium,internet-access,PA,MX
2026-03-02 20:09:54,FGT-01,RESET,185.220.101.45,10.182.5.118,59748,443,ICMP,47627,498157,10,high,dmz-policy,CN,CN
2026-03-02 18:46:31,FGT-01,DENY,185.220.101.45,132.133.165.213,63916,3389,UDP,412092,457432,2373,low,internet-access,MX,PA
2026-03-02 08:54:59,FGT-03,RESET,10.0.2.15,10.34.78.119,15155,22,TCP,343229,647674,706,low,internal-only,US,CN
2026-03-02 22:02:43,FGT-01,ALLOW,146.124.107.225,10.188.146.128,61786,22,UDP,11858,586574,1224,high,internet-access,BR,BR
2026-03-02 16:39:33,FGT-03,DROP,81.24.72.156,10.250.254.53,34042,443,UDP,212263,246991,1195,low,internet-access,BR,GB
2026-03-02 23:30:32,FGT-02,DENY,185.220.101.45,10.161.251.175,22104,443,TCP,31129,716044,2641,medium,dmz-policy,IN,PA
2026-03-02 12:57:07,FGT-01,ALLOW,112.107.21.216,166.100.28.224,28915,22,ICMP,498268,826757,326,medium,dmz-policy,CN,IN
2026-03-02 07:15:45,FGT-03,ALLOW,10.10.5.200,211.165.218.224,24251,443,ICMP,335703,246753,551,low,vpn-split,GB,RU
2026-03-02 14:39:35,FGT-01,ALLOW,81.24.72.156,10.111.151.133,36366,22,UDP,186936,148238,3560,medium,internal-only,BR,US
2026-03-02 15:49:29,FGT-02,DENY,203.0.113.88,10.94.182.122,30471,22,UDP,171677,843280,58,low,internet-access,CN,GB
