timestamp,device_id,action,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration_sec,severity,policy_name,country_src,country_dst
2026-03-06 21:09:06,FGT-02,ALLOW,10.0.1.10,10.43.212.111,46037,445,UDP,216737,114275,3120,low,vpn-split,KP,BR
2026-03-06 05:08:51,FGT-02,DENY,146.124.107.225,133.16.239.51,42010,8080,UDP,256524,738761,3570,medium,internal-only,DE,KP
2026-03-06 21:18:56,FGT-01,ALLOW,109.201.133.195,10.44.178.38,23897,53,ICMP,479503,824741,2079,low,vpn-split,KP,DE
2026-03-06 11:35:17,FGT-02,DENY,185.220.101.45,10.107.22.130,30808,22,TCP,32109,113091,3163,high,internet-access,US,KP
2026-03-06 06:53:19,FGT-03,ALLOW,77.88.55.60,215.248.219.33,65044,53,ICMP,158737,836524,2355,low,dmz-policy,MX,RU
2026-03-06 18:57:36,FGT-03,DENY,91.108.4.12,135.123.147.136,22177,8080,UDP,436107,970035,335,high,internal-only,KP,MX
2026-03-06 23:22:40,FGT-02,DENY,45.33.32.156,10.88.219.57,36807,445,ICMP,242696,787106,1968,high,vpn-split,BR,RU
2026-03-06 12:15:56,FGT-01,ALLOW,81.24.72.156,10.51.125.212,64159,80,UDP,448970,27616,1650,medium,dmz-policy,RU,IN
2026-03-06 04:44:51,FGT-02,ALLOW,62.210.180.229,10.5.205.243,26368,8080,TCP,417255,247037,2980,low,internet-access,DE,PA
2026-03-06 23:38:06,FGT-03,ALLOW,198.51.100.23,10.184.98.74,5280,3389,TCP,229753,157109,733,high,internet-access,CN,US
2026-03-06 02:08:04,FGT-02,ALLOW,146.124.107.225,10.201.159.60,51663,80,ICMP,295321,842527,785,low,internal-only,KP,BR
2026-03-06 15:01:05,FGT-03,ALLOW,112.107.21.216,10.133.25.209,40811,443,TCP,120567,972683,108,low,internal-only,CN,CN
2026-03-06 00:16:03,FGT-03,ALLOW,81.24.72.156,10.98.9.126,27839,22,ICMP,340770,658603,2824,low,vpn-split,IN,PA
2026-03-06 19:21:17,FGT-02,ALLOW,112.107.21.216,10.128.202.240,54534,8080,TCP,88299,168373,1434,low,internet-access,IN,PA
2026-03-06 07:55:47,FGT-01,ALLOW,45.33.32.156,10.11.35.78,57547,3389,ICMP,454201,601246,916,medium,dmz-policy,MX,KP
2026-03-06 22:36:54,FGT-02,DENY,185.220.101.45,10.65.85.132,51996,3389,UDP,404086,25483,3171,low,vpn-split,US,BR
2026-03-06 07:16:05,FGT-03,ALLOW,62.210.180.229,10.121.188.108,51753,22,TCP,485746,749039,759,low,internal-only,RU,RU
2026-03-06 07:57:23,FGT-02,DENY,10.0.2.15,10.37.95.85,18432,445,UDP,154356,312656,1278,low,vpn-split,KP,GB
2026-03-06 23:12:14,FGT-03,DENY,91.108.4.12,10.155.37.218,44937,8080,TCP,328004,170165,2667,low,vpn-split,IN,BR
2026-03-06 15:41:07,FGT-03,ALLOW,31.184.238.128,78.113.112.156,2227,8080,UDP,49909,611509,2421,low,internal-only,IN,IN
2026-03-06 02:20:33,FGT-02,ALLOW,77.88.55.60,10.31.248.189,48724,443,ICMP,178190,735796,744,medium,internal-only,BR,MX
2026-03-06 05:10:14,FGT-01,ALLOW,81.24.72.156,10.216.39.57,64134,8080,UDP,218057,679719,3140,low,internet-access,BR,KP
2026-03-06 09:39:06,FGT-02,ALLOW,10.10.5.200,29.39.141.62,64927,53,ICMP,446238,237209,1937,medium,dmz-policy,BR,US
2026-03-06 07:47:59,FGT-02,DROP,185.156.73.54,80.122.223.95,51012,445,TCP,194533,999224,1469,medium,vpn-split,PA,US
2026-03-06 16:13:41,FGT-01,ALLOW,89.248.167.131,10.111.255.210,44412,80,UDP,58642,399875,2000,low,internet-access,US,MX
2026-03-06 12:27:59,FGT-03,DENY,45.33.32.156,10.109.223.185,17752,22,TCP,281561,89939,310,low,internal-only,IN,MX
2026-03-06 01:00:10,FGT-02,ALLOW,89.248.167.131,10.27.181.56,59253,8080,TCP,226177,668079,2980,high,internet-access,CN,RU
2026-03-06 02:11:26,FGT-01,ALLOW,89.248.167.131,203.24.120.36,25494,80,TCP,371839,106749,329,low,internal-only,BR,KP
2026-03-06 09:06:09,FGT-01,ALLOW,10.0.2.30,10.118.190.249,41662,8080,ICMP,475442,902072,580,low,internal-only,CN,MX
2026-03-06 13:45:28,FGT-01,ALLOW,185.156.73.54,10.195.196.209,21878,80,TCP,25625,635550,1910,medium,internal-only,RU,IN
2026-03-06 05:40:59,FGT-01,ALLOW,62.210.180.229,10.220.221.208,54628,22,ICMP,437408,649437,370,high,internal-only,MX,IN
2026-03-06 09:45:08,FGT-01,ALLOW,10.10.5.200,10.135.164.82,40889,8080,ICMP,310674,731062,1077,low,dmz-policy,US,PA
2026-03-06 06:23:54,FGT-01,ALLOW,146.124.107.225,10.78.142.157,46448,22,UDP,244595,7861,1879,medium,vpn-split,GB,PA
2026-03-06 08:07:36,FGT-02,ALLOW,45.33.32.156,10.173.197.227,24474,445,ICMP,230024,47503,2300,low,vpn-split,MX,GB
2026-03-06 17:40:37,FGT-03,DENY,45.33.32.156,10.179.131.99,7707,8080,ICMP,309592,381470,3479,low,internet-access,US,RU
2026-03-06 11:36:06,FGT-01,ALLOW,89.248.167.131,10.253.251.151,63894,443,UDP,94408,717763,929,medium,internal-only,CN,MX
2026-03-06 15:25:24,FGT-03,ALLOW,112.107.21.216,10.129.28.156,9382,80,ICMP,134092,716669,1303,medium,vpn-split,PA,RU
2026-03-06 18:55:57,FGT-03,ALLOW,112.107.21.216,10.10.203.87,42526,443,ICMP,456358,771916,2001,low,internet-access,RU,IN
2026-03-06 09:55:04,FGT-01,DROP,194.165.16.11,10.92.129.97,59344,3389,ICMP,157105,649774,3506,high,internet-access,CN,IN
2026-03-06 09:09:54,FGT-02,DENY,89.248.167.131,10.84.95.228,54281,8080,ICMP,14139,322393,277,critical,internet-access,CN,US
2026-03-06 14:09:24,FGT-01,DENY,91.108.4.12,10.53.206.176,42349,443,TCP,290619,817279,2436,medium,vpn-split,IN,KP
2026-03-06 15:15:55,FGT-02,ALLOW,185.156.73.54,10.141.59.8,29699,22,UDP,393136,619845,1215,high,internal-only,BR,RU
2026-03-06 15:22:32,FGT-01,ALLOW,109.201.133.195,10.191.78.213,14147,80,TCP,250225,425070,2064,low,dmz-policy,US,DE
2026-03-06 23:33:07,FGT-01,ALLOW,146.124.107.225,10.136.17.218,16501,445,TCP,325163,563949,1153,low,dmz-policy,CN,IN
2026-03-06 14:18:14,FGT-01,ALLOW,45.33.32.156,10.100.178.160,3783,8080,UDP,451691,140326,3076,low,internet-access,DE,MX
2026-03-06 04:43:09,FGT-03,DROP,89.248.167.131,10.137.41.235,46893,3389,TCP,109466,277583,3234,medium,internet-access,RU,GB
2026-03-06 16:32:59,FGT-02,ALLOW,192.168.1.50,192.163.240.48,23918,443,TCP,408857,630241,1795,low,internet-access,CN,BR
2026-03-06 09:56:46,FGT-01,DENY,185.220.101.45,10.216.161.2,23460,3389,ICMP,221217,472515,1186,medium,dmz-policy,KP,CN
2026-03-06 22:43:37,FGT-03,ALLOW,10.0.2.30,10.100.176.25,22496,80,TCP,376748,394779,2253,low,internet-access,RU,IN
2026-03-06 21:38:52,FGT-02,DROP,198.51.100.23,10.55.195.36,5094,8080,UDP,340287,902645,233,medium,vpn-split,DE,KP
2026-03-06 20:20:44,FGT-01,ALLOW,91.108.4.12,10.247.32.138,4958,8080,ICMP,303472,312538,3206,low,dmz-policy,BR,DE
2026-03-06 00:48:25,FGT-03,DENY,45.33.32.156,10.61.127.230,20516,443,TCP,319784,584031,3456,high,vpn-split,IN,IN
2026-03-06 01:50:22,FGT-02,ALLOW,77.88.55.60,10.172.131.202,34742,80,TCP,345844,588622,915,medium,internal-only,CN,DE
2026-03-06 01:33:13,FGT-02,DENY,91.108.4.12,185.3.173.200,45419,53,ICMP,410167,910887,142,medium,vpn-split,PA,US
2026-03-06 12:26:06,FGT-01,ALLOW,21.64.144.5,10.167.226.43,44190,443,TCP,183996,315355,3241,low,vpn-split,KP,MX
2026-03-06 05:41:44,FGT-01,ALLOW,89.248.167.131,10.214.162.167,57187,3389,ICMP,457153,475521,2165,low,vpn-split,DE,RU
2026-03-06 09:46:46,FGT-01,DENY,203.0.113.88,10.188.89.60,29984,3389,UDP,281890,763052,2397,critical,internet-access,US,PA
2026-03-06 19:10:30,FGT-03,DROP,203.0.113.88,92.187.188.138,39495,53,TCP,476419,883190,881,low,internet-access,CN,DE
2026-03-06 11:12:43,FGT-03,DROP,192.168.1.50,10.174.104.171,14401,3389,ICMP,331117,860839,1628,high,dmz-policy,RU,GB
2026-03-06 22:37:03,FGT-02,DROP,91.108.4.12,10.249.177.178,18883,22,ICMP,336432,332254,3287,high,internal-only,CN,DE
2026-03-06 19:26:36,FGT-03,ALLOW,10.10.5.100,156.204.189.72,34365,22,TCP,480220,187675,3371,medium,dmz-policy,KP,RU
2026-03-06 18:32:59,FGT-01,ALLOW,81.24.72.156,10.175.145.153,32013,443,ICMP,277362,605695,1785,low,dmz-policy,GB,DE
2026-03-06 15:56:00,FGT-01,DROP,91.108.4.12,202.95.201.100,62050,443,UDP,313017,99547,2733,low,internet-access,MX,US
2026-03-06 15:06:55,FGT-01,ALLOW,198.51.100.23,206.137.214.88,59903,80,UDP,86774,436748,2010,high,dmz-policy,GB,IN
