timestamp,account_id,interface_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,action,log_status
2026-03-06 19:35:46,123456789012,eni-def456,112.95.219.147,10.134.194.79,46553,80,6,5507,7682951,ACCEPT,OK
2026-03-06 21:43:04,123456789012,eni-def456,10.160.44.124,173.55.101.241,28840,443,6,9674,4137382,ACCEPT,OK
2026-03-06 14:46:32,123456789012,eni-def456,10.152.102.244,10.175.102.88,29349,3306,1,5684,4418918,REJECT,OK
2026-03-06 22:39:02,123456789012,eni-abc123,10.220.38.71,10.161.94.85,40221,5432,17,6449,5508422,ACCEPT,OK
2026-03-06 23:40:04,123456789012,eni-def456,161.255.128.149,10.211.11.117,49144,5432,17,5431,5509155,ACCEPT,OK
2026-03-06 22:21:08,123456789012,eni-def456,167.206.47.162,37.27.118.234,11901,80,6,3300,4217364,ACCEPT,OK
2026-03-06 05:03:04,123456789012,eni-def456,10.181.21.161,207.243.60.93,54736,22,17,657,2640663,ACCEPT,OK
2026-03-06 10:51:05,123456789012,eni-def456,10.7.102.214,116.137.91.85,50323,6379,6,8173,4673991,ACCEPT,OK
2026-03-06 20:08:31,123456789012,eni-abc123,10.151.192.9,20.64.89.220,38326,3306,6,6540,4581001,ACCEPT,OK
2026-03-06 01:01:15,123456789012,eni-abc123,10.62.56.107,10.82.253.52,62049,443,6,2941,1532922,ACCEPT,OK
2026-03-06 22:57:31,123456789012,eni-abc123,212.80.145.133,10.151.171.106,59069,6379,6,3080,5795581,REJECT,OK
2026-03-06 21:44:32,123456789012,eni-abc123,10.209.112.109,10.44.157.157,13429,5432,6,7684,2276769,ACCEPT,OK
2026-03-06 00:35:52,123456789012,eni-def456,10.161.38.127,90.77.56.139,62175,443,6,1213,2860564,REJECT,OK
2026-03-06 11:04:25,123456789012,eni-abc123,10.144.172.91,3.86.249.142,38007,6379,17,7168,6414984,REJECT,OK
2026-03-06 11:08:36,123456789012,eni-ghi789,149.131.84.232,192.146.49.34,44850,22,1,6786,8871395,REJECT,OK
2026-03-06 05:10:01,123456789012,eni-ghi789,47.153.193.180,10.3.235.66,46301,443,17,5357,2794203,REJECT,OK
2026-03-06 16:50:23,123456789012,eni-def456,58.116.33.59,200.145.33.174,29419,6379,17,8247,6357323,REJECT,OK
2026-03-06 13:50:00,123456789012,eni-ghi789,10.30.175.253,10.220.248.189,2459,5432,17,7265,1591482,REJECT,OK
2026-03-06 17:02:40,123456789012,eni-abc123,196.36.147.13,146.228.157.66,37446,3306,6,5296,9043800,ACCEPT,OK
2026-03-06 02:20:03,123456789012,eni-ghi789,10.192.79.124,10.21.118.246,23853,5432,17,2491,5716290,ACCEPT,OK
2026-03-06 22:06:54,123456789012,eni-def456,125.10.241.142,10.170.30.29,60637,443,17,8172,1081988,ACCEPT,OK
2026-03-06 10:20:42,123456789012,eni-ghi789,10.116.221.178,10.187.228.150,54449,80,1,2829,5781354,REJECT,OK
2026-03-06 00:52:52,123456789012,eni-ghi789,10.67.100.18,10.90.125.203,33865,443,6,4137,1764551,ACCEPT,OK
2026-03-06 21:50:28,123456789012,eni-ghi789,10.46.230.16,10.181.157.80,56116,80,17,7315,9940170,REJECT,OK
2026-03-06 16:07:11,123456789012,eni-def456,10.133.73.128,217.215.34.82,9121,22,6,8251,5516931,REJECT,OK
2026-03-06 08:23:13,123456789012,eni-ghi789,77.227.211.226,111.100.98.35,30817,443,17,6906,195583,ACCEPT,OK
2026-03-06 07:18:21,123456789012,eni-abc123,141.15.28.83,24.156.91.131,65124,80,1,5122,940859,REJECT,OK
2026-03-06 04:28:06,123456789012,eni-ghi789,10.84.123.50,136.128.1.194,34767,80,6,9682,8491809,ACCEPT,OK
2026-03-06 13:44:45,123456789012,eni-abc123,10.142.8.89,10.151.194.57,32397,443,17,6299,9360969,ACCEPT,OK
2026-03-06 11:19:32,123456789012,eni-abc123,10.187.99.250,10.172.86.109,28121,22,1,4366,2227754,ACCEPT,OK
2026-03-06 06:36:58,123456789012,eni-ghi789,10.97.80.131,10.248.59.129,20476,6379,17,8603,8552861,REJECT,OK
2026-03-06 12:51:16,123456789012,eni-abc123,10.118.41.189,10.43.206.116,9774,443,17,870,5543282,ACCEPT,OK
2026-03-06 06:39:46,123456789012,eni-abc123,190.52.94.14,10.36.164.195,9725,22,1,6573,7622520,ACCEPT,OK
2026-03-06 10:53:08,123456789012,eni-ghi789,10.172.105.228,95.135.226.89,25545,3306,17,1963,2813590,ACCEPT,OK
2026-03-06 01:46:24,123456789012,eni-abc123,10.129.174.75,10.65.175.24,62831,80,1,6020,8421657,REJECT,OK
2026-03-06 11:27:27,123456789012,eni-abc123,10.127.63.141,10.66.142.224,40530,6379,1,2512,3968256,ACCEPT,OK
2026-03-06 22:10:39,123456789012,eni-def456,186.39.41.88,82.1.11.115,26160,80,6,6610,7362785,ACCEPT,OK
2026-03-06 15:01:59,123456789012,eni-def456,10.160.46.215,10.166.165.91,47762,443,17,6755,4850020,REJECT,OK
2026-03-06 20:03:29,123456789012,eni-def456,213.165.247.155,10.50.245.78,16432,22,6,1686,5091842,ACCEPT,OK
2026-03-06 17:57:42,123456789012,eni-abc123,10.131.126.26,10.220.236.192,17050,3306,6,9170,5639443,ACCEPT,OK
2026-03-06 04:14:28,123456789012,eni-abc123,160.15.35.81,10.167.231.237,45348,22,1,2708,1834187,ACCEPT,OK
2026-03-06 23:23:51,123456789012,eni-def456,45.199.192.44,10.78.50.132,34645,443,1,7602,2145300,REJECT,OK
2026-03-06 19:02:23,123456789012,eni-abc123,160.75.115.174,177.227.106.75,59704,443,17,6510,3850704,ACCEPT,OK
2026-03-06 03:29:51,123456789012,eni-abc123,10.208.27.231,172.226.12.196,19134,6379,6,9207,2922471,REJECT,OK
2026-03-06 19:02:25,123456789012,eni-ghi789,193.100.141.1,19.169.97.171,60624,443,6,5622,9504383,REJECT,OK
2026-03-06 04:42:06,123456789012,eni-ghi789,182.111.211.76,10.207.217.108,15029,80,6,1542,1621217,ACCEPT,OK
2026-03-06 09:18:50,123456789012,eni-def456,10.201.247.65,10.86.36.220,63757,22,17,7409,4715080,ACCEPT,OK
2026-03-06 22:21:05,123456789012,eni-abc123,10.150.158.58,189.1.176.82,62676,80,6,4052,693758,REJECT,OK
2026-03-06 06:18:29,123456789012,eni-abc123,67.230.144.128,48.164.252.217,52964,443,17,4659,7981233,ACCEPT,OK
2026-03-06 01:14:52,123456789012,eni-def456,10.76.82.147,44.74.143.153,63601,22,1,5613,844226,ACCEPT,OK
2026-03-06 04:58:56,123456789012,eni-ghi789,10.132.53.112,10.136.203.231,44322,5432,1,6451,3237278,ACCEPT,OK
2026-03-06 07:26:28,123456789012,eni-ghi789,99.172.63.47,10.97.7.103,30182,443,6,4314,182421,REJECT,OK
2026-03-06 17:03:27,123456789012,eni-ghi789,10.73.147.75,10.164.12.224,32209,5432,1,6593,3931735,REJECT,OK
2026-03-06 10:14:57,123456789012,eni-abc123,10.103.236.115,10.206.0.49,42629,6379,17,8335,1139000,ACCEPT,OK
2026-03-06 02:58:25,123456789012,eni-ghi789,10.54.69.176,130.187.66.97,1176,443,17,3816,3294312,ACCEPT,OK
2026-03-06 17:34:22,123456789012,eni-abc123,10.186.30.74,10.21.58.190,38422,443,1,3139,2940681,REJECT,OK
2026-03-06 13:26:22,123456789012,eni-abc123,3.57.134.14,10.197.73.215,2941,443,17,9343,413117,ACCEPT,OK
2026-03-06 23:04:54,123456789012,eni-def456,10.251.54.183,194.102.177.82,7010,6379,1,2107,5055442,ACCEPT,OK
2026-03-06 18:50:39,123456789012,eni-def456,11.153.58.24,10.119.174.70,1965,22,17,8524,419313,ACCEPT,OK
2026-03-06 01:14:30,123456789012,eni-ghi789,10.68.184.254,10.78.205.39,18614,5432,1,6012,4234260,ACCEPT,OK
2026-03-06 07:56:34,123456789012,eni-abc123,10.163.148.120,10.211.97.15,27467,3306,1,3663,2193912,ACCEPT,OK
2026-03-06 10:34:10,123456789012,eni-abc123,41.132.165.111,154.93.168.170,4058,22,17,211,1932246,REJECT,OK
2026-03-06 04:19:49,123456789012,eni-def456,10.97.55.240,10.233.152.150,53581,80,6,6633,1639093,ACCEPT,OK
2026-03-06 07:58:57,123456789012,eni-def456,10.242.81.251,10.139.6.212,49756,80,6,4712,8757932,ACCEPT,OK
2026-03-06 07:55:25,123456789012,eni-abc123,10.208.95.46,10.33.181.177,17169,6379,1,8763,3289971,ACCEPT,OK
2026-03-06 21:12:13,123456789012,eni-def456,10.196.186.220,42.17.38.29,44986,6379,1,944,3425221,REJECT,OK
2026-03-06 01:29:52,123456789012,eni-abc123,10.174.144.25,10.97.100.100,21532,6379,6,4518,2042159,ACCEPT,OK
2026-03-06 12:30:16,123456789012,eni-abc123,194.213.13.84,10.25.107.203,41707,22,1,790,6693493,ACCEPT,OK
