timestamp,device_id,action,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration_sec,severity,policy_name,country_src,country_dst
2026-02-28 07:14:31,FGT-02,DROP,77.88.55.60,10.183.30.67,16109,3389,TCP,162785,881184,1616,low,internal-only,CN,KP
2026-02-28 10:18:35,FGT-02,ALLOW,31.184.238.128,10.120.39.160,24508,53,TCP,17264,402047,2593,low,dmz-policy,GB,MX
2026-02-28 02:35:53,FGT-02,ALLOW,198.51.100.23,62.171.175.125,42191,443,TCP,373811,567172,1377,low,dmz-policy,PA,CN
2026-02-28 13:04:15,FGT-03,DENY,203.0.113.88,10.228.119.180,21042,443,ICMP,979,40968,2942,low,internet-access,MX,DE
2026-02-28 09:29:08,FGT-02,DENY,192.168.1.50,10.95.19.11,32247,22,ICMP,444780,653971,2248,medium,dmz-policy,DE,CN
2026-02-28 02:45:53,FGT-02,ALLOW,10.0.2.15,69.39.201.160,26094,8080,UDP,26846,435532,1348,low,dmz-policy,PA,GB
2026-02-28 05:28:03,FGT-02,DENY,112.107.21.216,20.228.223.127,17514,443,UDP,196604,484801,2936,low,internal-only,PA,IN
2026-02-28 10:47:43,FGT-03,ALLOW,62.210.180.229,10.25.213.42,14372,3389,ICMP,367505,995841,94,medium,dmz-policy,PA,RU
2026-02-28 22:39:11,FGT-02,ALLOW,112.107.21.216,10.144.189.120,42498,8080,UDP,170013,660200,1370,low,internet-access,US,PA
2026-02-28 04:49:58,FGT-01,DENY,198.51.100.23,10.29.26.152,63298,443,TCP,171346,654431,2505,medium,internet-access,BR,MX
2026-02-28 20:54:27,FGT-01,RESET,91.108.4.12,10.103.211.50,51909,443,TCP,225810,283731,646,low,internal-only,GB,GB
2026-02-28 02:08:13,FGT-01,DENY,91.108.4.12,10.213.37.162,9956,22,ICMP,99295,685308,2945,medium,dmz-policy,RU,DE
2026-02-28 18:55:17,FGT-03,ALLOW,45.33.32.156,10.108.127.7,38789,443,UDP,89598,66312,1778,low,internet-access,KP,GB
2026-02-28 03:46:34,FGT-01,ALLOW,77.88.55.60,185.244.33.94,13764,53,UDP,496994,744275,2222,medium,internet-access,DE,CN
2026-02-28 03:25:42,FGT-02,ALLOW,91.108.4.12,10.69.146.30,29774,80,TCP,24371,993633,2243,low,internet-access,PA,DE
2026-02-28 03:46:29,FGT-03,ALLOW,81.24.72.156,11.111.100.118,57647,8080,ICMP,364061,756388,381,medium,dmz-policy,US,RU
2026-02-28 14:02:59,FGT-03,DENY,91.108.4.12,188.81.242.24,26723,443,UDP,414823,388421,348,medium,vpn-split,BR,KP
2026-02-28 05:52:35,FGT-02,ALLOW,146.124.107.225,10.157.212.23,1624,443,ICMP,13297,585115,703,low,internal-only,PA,RU
2026-02-28 22:33:38,FGT-02,ALLOW,62.210.180.229,10.203.246.244,63696,3389,TCP,55855,764527,141,low,internal-only,PA,CN
2026-02-28 00:29:12,FGT-01,ALLOW,109.201.133.195,10.99.92.94,52615,445,TCP,96544,346995,2065,medium,dmz-policy,US,KP
2026-02-28 20:46:07,FGT-03,ALLOW,77.88.55.60,85.237.203.105,39288,445,TCP,7453,871555,73,low,internal-only,DE,DE
2026-02-28 11:45:42,FGT-02,DENY,198.51.100.23,10.84.48.184,51517,80,UDP,399263,653903,98,low,internet-access,MX,PA
2026-02-28 12:45:20,FGT-01,DENY,146.124.107.225,37.220.253.127,29336,8080,UDP,482072,53825,471,low,internal-only,US,RU
2026-02-28 11:24:23,FGT-02,ALLOW,21.64.144.5,211.243.219.126,52717,443,ICMP,145873,711027,308,high,vpn-split,IN,GB
2026-02-28 21:26:10,FGT-02,RESET,109.201.133.195,10.5.239.105,43964,3389,ICMP,244638,542282,298,high,dmz-policy,DE,PA
2026-02-28 22:54:57,FGT-02,ALLOW,194.165.16.11,10.91.254.250,20635,80,TCP,485217,372678,768,low,internet-access,KP,PA
2026-02-28 08:16:08,FGT-03,ALLOW,45.33.32.156,66.118.226.228,51782,80,TCP,278430,71385,1032,medium,internet-access,CN,MX
2026-02-28 10:33:14,FGT-02,DENY,45.33.32.156,168.141.27.227,38371,53,TCP,81529,856267,711,low,internal-only,PA,RU
2026-02-28 05:14:07,FGT-03,ALLOW,10.10.5.100,10.103.130.237,22032,80,TCP,30743,485116,2564,medium,dmz-policy,US,US
2026-02-28 11:50:33,FGT-02,DENY,10.0.1.10,152.129.186.214,33281,53,UDP,469204,586152,2324,low,vpn-split,US,IN
2026-02-28 08:26:44,FGT-02,DROP,194.165.16.11,179.19.198.42,13118,3389,ICMP,393460,527848,2077,low,vpn-split,RU,IN
2026-02-28 03:51:37,FGT-01,RESET,194.165.16.11,35.204.129.40,11064,443,UDP,468777,117933,3452,low,internal-only,RU,BR
2026-02-28 12:02:13,FGT-02,DENY,185.220.101.45,10.172.106.51,55953,445,UDP,203614,345642,157,low,dmz-policy,US,MX
2026-02-28 17:22:28,FGT-02,DROP,10.10.5.100,10.174.92.57,1255,445,UDP,319875,330025,1500,medium,vpn-split,PA,BR
2026-02-28 00:17:12,FGT-01,DENY,91.108.4.12,10.247.13.144,59788,445,ICMP,436553,790542,1171,medium,internet-access,US,CN
2026-02-28 01:37:48,FGT-02,DENY,203.0.113.88,10.191.20.123,13202,22,UDP,446120,745053,2832,low,internal-only,CN,IN
2026-02-28 01:29:35,FGT-02,DENY,185.220.101.45,10.237.49.27,33340,445,ICMP,16546,758317,3467,low,vpn-split,KP,MX
2026-02-28 23:15:59,FGT-01,ALLOW,10.0.2.30,205.255.215.206,8957,80,TCP,305825,32677,2010,high,dmz-policy,RU,US
2026-02-28 22:05:53,FGT-01,DROP,45.33.32.156,10.242.44.132,25129,3389,ICMP,12415,84589,2963,low,vpn-split,PA,BR
2026-02-28 02:49:13,FGT-03,ALLOW,185.156.73.54,10.216.188.138,33637,22,UDP,112694,860409,2264,medium,dmz-policy,RU,CN
2026-02-28 01:33:06,FGT-03,ALLOW,146.124.107.225,10.167.198.17,64162,53,TCP,200412,174434,3305,low,internet-access,IN,MX
2026-02-28 13:29:10,FGT-02,DENY,146.124.107.225,18.24.15.42,33519,8080,ICMP,200927,905254,2101,low,internet-access,GB,IN
2026-02-28 12:07:39,FGT-02,DENY,203.0.113.88,45.160.200.15,38937,3389,TCP,248188,361039,136,low,internet-access,US,RU
2026-02-28 02:30:36,FGT-03,ALLOW,185.156.73.54,75.54.131.128,20793,53,ICMP,84375,227216,352,medium,dmz-policy,GB,IN
2026-02-28 18:18:10,FGT-03,ALLOW,62.210.180.229,10.184.69.136,38345,80,UDP,471141,269980,2296,low,vpn-split,US,MX
2026-02-28 07:25:14,FGT-01,DENY,192.168.1.50,10.89.127.188,38587,443,UDP,233004,238676,1595,low,internal-only,KP,GB
2026-02-28 01:07:20,FGT-03,DENY,45.33.32.156,81.5.63.234,62373,53,ICMP,204811,294698,2354,low,internet-access,CN,DE
2026-02-28 16:32:31,FGT-02,ALLOW,81.24.72.156,10.113.71.240,50851,80,ICMP,366090,240881,1416,low,internet-access,KP,US
2026-02-28 06:34:58,FGT-02,DENY,45.33.32.156,198.148.53.98,4422,445,UDP,392373,162134,1084,high,vpn-split,MX,KP
2026-02-28 08:19:48,FGT-03,ALLOW,203.0.113.88,10.73.137.216,47028,53,ICMP,419849,20580,3226,high,internal-only,KP,RU
2026-02-28 03:39:59,FGT-01,ALLOW,10.0.2.30,10.83.230.181,24364,445,UDP,82164,487646,2634,high,vpn-split,DE,PA
2026-02-28 23:51:37,FGT-01,DROP,194.165.16.11,10.77.125.136,13148,22,TCP,238633,198670,536,low,internet-access,PA,MX
2026-02-28 15:19:36,FGT-03,DENY,198.51.100.23,10.165.68.147,25312,443,TCP,9483,894604,2705,medium,internet-access,CN,IN
2026-02-28 13:46:08,FGT-03,DENY,185.220.101.45,10.109.104.20,36423,80,ICMP,120646,60450,445,low,internal-only,IN,KP
2026-02-28 20:08:08,FGT-02,DENY,185.220.101.45,10.106.60.15,40248,3389,TCP,196856,957699,2096,low,dmz-policy,KP,BR
2026-02-28 19:52:04,FGT-02,DENY,10.0.1.10,10.188.52.46,41308,443,UDP,259262,510487,2690,low,vpn-split,GB,MX
2026-02-28 17:03:24,FGT-03,ALLOW,198.51.100.23,10.191.201.74,42225,22,UDP,152881,802496,1786,medium,internet-access,MX,BR
2026-02-28 14:35:16,FGT-01,ALLOW,62.210.180.229,10.126.220.199,46991,3389,TCP,16505,599344,1549,low,internal-only,US,PA
2026-02-28 19:26:36,FGT-02,DENY,194.165.16.11,10.244.21.197,24177,22,TCP,325206,479525,1383,low,dmz-policy,GB,GB
2026-02-28 15:57:43,FGT-03,DROP,109.201.133.195,10.98.131.83,2450,22,ICMP,458906,11585,3454,medium,dmz-policy,US,IN
2026-02-28 22:21:58,FGT-03,ALLOW,112.107.21.216,141.37.28.188,29292,445,UDP,489247,660709,2360,low,internal-only,BR,IN
2026-02-28 18:26:37,FGT-03,DROP,62.210.180.229,10.65.193.80,36039,53,TCP,15018,218090,1674,high,dmz-policy,PA,BR
2026-02-28 21:37:27,FGT-02,RESET,31.184.238.128,10.245.189.108,20904,8080,ICMP,326518,680264,2723,medium,vpn-split,GB,KP
2026-02-28 03:18:54,FGT-03,ALLOW,192.168.1.50,10.42.69.86,64280,443,UDP,293390,95518,3571,low,internet-access,RU,RU
2026-02-28 03:26:48,FGT-01,DENY,203.0.113.88,135.169.49.227,31920,8080,TCP,139283,423806,2343,high,dmz-policy,PA,US
2026-02-28 00:51:28,FGT-03,DENY,203.0.113.88,38.59.43.139,47818,3389,UDP,162867,144795,1658,high,internal-only,PA,PA
2026-02-28 21:53:26,FGT-03,DENY,185.220.101.45,10.159.248.153,40777,53,UDP,392296,317635,1562,medium,vpn-split,BR,PA
2026-02-28 16:54:05,FGT-01,ALLOW,10.0.2.15,65.63.102.19,16683,80,UDP,246041,483281,2127,low,vpn-split,BR,CN
2026-02-28 14:49:34,FGT-03,ALLOW,203.0.113.88,10.112.99.4,43255,443,ICMP,419045,59480,2471,low,vpn-split,KP,PA
2026-02-28 10:49:20,FGT-03,DROP,203.0.113.88,204.37.125.201,25537,445,UDP,160028,528050,23,low,internal-only,BR,RU
2026-02-28 03:52:46,FGT-02,ALLOW,198.51.100.23,10.50.192.174,63705,80,UDP,464138,413536,215,high,internet-access,US,PA
2026-02-28 12:11:15,FGT-02,DROP,192.168.1.50,33.4.87.178,16319,3389,TCP,384931,482026,3574,critical,internet-access,US,KP
2026-02-28 08:33:03,FGT-03,ALLOW,109.201.133.195,10.37.97.55,44844,445,UDP,248354,140903,3232,low,internal-only,RU,GB
