timestamp,account_id,interface_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,action,log_status
2026-02-22 00:28:51,123456789012,eni-abc123,10.205.174.98,10.94.40.57,38037,22,1,8395,2087818,ACCEPT,OK
2026-02-22 20:37:17,123456789012,eni-def456,171.59.212.94,75.154.4.135,5663,5432,6,6530,397629,ACCEPT,OK
2026-02-22 08:21:48,123456789012,eni-abc123,10.206.193.136,10.158.211.150,5153,443,6,1797,7223247,ACCEPT,OK
2026-02-22 06:18:16,123456789012,eni-def456,10.99.165.241,10.90.152.236,57735,80,17,6411,5671974,ACCEPT,OK
2026-02-22 23:18:57,123456789012,eni-ghi789,10.228.232.195,10.108.198.228,55654,22,1,3847,247804,ACCEPT,OK
2026-02-22 03:59:40,123456789012,eni-abc123,10.56.38.21,201.21.178.167,63339,3306,6,3205,3575852,ACCEPT,OK
2026-02-22 16:19:35,123456789012,eni-ghi789,10.0.17.141,77.40.63.86,27581,3306,1,8722,239739,ACCEPT,OK
2026-02-22 17:24:46,123456789012,eni-abc123,96.103.87.76,47.45.151.174,30733,22,17,1858,3226688,REJECT,OK
2026-02-22 05:08:26,123456789012,eni-def456,63.70.54.38,210.255.119.164,28773,443,17,2000,5518796,ACCEPT,OK
2026-02-22 13:08:58,123456789012,eni-abc123,10.156.103.6,197.219.142.72,47769,3306,1,8295,7467010,ACCEPT,OK
2026-02-22 22:45:32,123456789012,eni-abc123,123.236.129.23,10.26.151.195,35244,80,1,6866,7980385,REJECT,OK
2026-02-22 11:00:14,123456789012,eni-ghi789,68.240.79.163,10.60.187.178,45945,3306,1,2653,446208,ACCEPT,OK
2026-02-22 07:35:29,123456789012,eni-def456,60.160.46.109,10.133.187.161,10157,443,17,5851,1042914,ACCEPT,OK
2026-02-22 01:48:56,123456789012,eni-def456,10.235.33.123,10.170.234.22,9384,443,17,956,5768494,ACCEPT,OK
2026-02-22 06:20:02,123456789012,eni-ghi789,10.145.66.183,10.7.232.215,60401,3306,6,1244,5372555,ACCEPT,OK
2026-02-22 09:23:34,123456789012,eni-abc123,211.155.8.200,10.204.192.157,41573,80,1,802,1621018,REJECT,OK
2026-02-22 11:45:00,123456789012,eni-abc123,10.0.117.218,10.44.226.220,18869,443,6,2289,8231642,ACCEPT,OK
2026-02-22 08:35:30,123456789012,eni-def456,10.26.141.17,10.229.217.150,57573,5432,6,4466,7304868,ACCEPT,OK
2026-02-22 06:43:38,123456789012,eni-def456,167.252.108.108,10.247.71.253,29804,3306,1,6368,4326108,ACCEPT,OK
