timestamp,account_id,interface_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,action,log_status
2026-02-23 08:45:27,123456789012,eni-def456,90.139.95.3,10.187.200.216,38381,5432,1,6730,9065671,ACCEPT,OK
2026-02-23 03:28:43,123456789012,eni-abc123,200.246.130.73,168.31.164.105,42997,6379,17,4626,2037741,ACCEPT,OK
2026-02-23 23:42:38,123456789012,eni-ghi789,51.154.224.134,10.65.10.125,5263,22,6,3838,2954499,ACCEPT,OK
2026-02-23 04:44:06,123456789012,eni-abc123,10.184.3.15,75.176.157.20,4039,443,17,7613,5210197,ACCEPT,OK
2026-02-23 22:26:47,123456789012,eni-def456,10.158.77.66,123.120.211.37,53307,443,17,9573,2444400,REJECT,OK
2026-02-23 00:42:09,123456789012,eni-ghi789,10.167.134.169,194.148.13.114,32192,5432,17,319,2701433,REJECT,OK
2026-02-23 19:36:16,123456789012,eni-ghi789,10.242.247.208,191.186.159.34,62104,6379,6,4844,9133190,REJECT,OK
2026-02-23 07:14:51,123456789012,eni-ghi789,10.214.22.36,10.148.75.118,38517,443,17,8124,3958736,ACCEPT,OK
2026-02-23 13:53:37,123456789012,eni-abc123,46.213.123.118,10.51.39.196,11544,6379,1,8651,9667019,ACCEPT,OK
2026-02-23 16:47:10,123456789012,eni-ghi789,125.211.56.6,10.201.134.59,8912,3306,1,9158,3910601,ACCEPT,OK
2026-02-23 07:09:03,123456789012,eni-abc123,10.214.106.152,72.62.216.2,19081,3306,6,7270,2548201,ACCEPT,OK
2026-02-23 23:08:13,123456789012,eni-abc123,200.171.32.42,10.174.11.104,18454,80,1,1303,4050678,ACCEPT,OK
2026-02-23 13:23:45,123456789012,eni-def456,150.126.160.215,10.64.199.114,6984,3306,1,3969,1557525,REJECT,OK
2026-02-23 13:02:10,123456789012,eni-def456,10.147.180.99,170.142.237.97,18711,6379,1,1395,3523516,ACCEPT,OK
2026-02-23 01:04:18,123456789012,eni-ghi789,10.8.147.19,160.222.70.227,9553,22,1,4584,8219133,REJECT,OK
2026-02-23 20:44:30,123456789012,eni-ghi789,10.156.146.205,157.150.60.63,33932,5432,17,9092,3054518,ACCEPT,OK
2026-02-23 06:44:07,123456789012,eni-def456,10.101.223.95,52.231.226.180,4049,6379,1,1524,3829230,ACCEPT,OK
