timestamp,device_id,action,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration_sec,severity,policy_name,country_src,country_dst
2026-03-14 07:55:31,FGT-03,DENY,185.220.101.45,10.238.9.85,58881,8080,TCP,416320,929479,3243,low,internal-only,KP,DE
2026-03-14 08:48:25,FGT-03,DENY,91.108.4.12,10.205.169.27,23875,445,TCP,172202,697178,1631,medium,internal-only,GB,PA
2026-03-14 13:44:49,FGT-03,DENY,91.108.4.12,10.0.15.138,3427,443,TCP,261106,105809,1975,medium,internal-only,US,GB
2026-03-14 04:59:37,FGT-01,ALLOW,10.0.1.20,10.181.110.224,16010,445,UDP,407830,178555,1109,high,internet-access,IN,IN
2026-03-14 09:58:35,FGT-02,ALLOW,112.107.21.216,116.123.123.233,51702,80,UDP,409044,921378,651,medium,vpn-split,PA,PA
2026-03-14 04:12:37,FGT-03,DENY,91.108.4.12,10.168.204.191,16408,443,ICMP,122551,38253,2240,low,internet-access,IN,GB
2026-03-14 08:57:30,FGT-03,ALLOW,10.0.1.10,39.69.41.161,25733,443,TCP,201720,798548,1305,low,internet-access,MX,MX
2026-03-14 17:09:21,FGT-03,DROP,198.51.100.23,83.84.230.92,49568,53,ICMP,243036,55633,282,medium,internet-access,DE,BR
2026-03-14 15:58:29,FGT-01,DENY,185.220.101.45,10.35.85.11,32439,22,TCP,217876,118645,37,high,dmz-policy,BR,GB
2026-03-14 06:03:12,FGT-03,ALLOW,194.165.16.11,87.198.28.157,51300,445,TCP,132400,674462,1813,low,vpn-split,US,KP
2026-03-14 06:33:54,FGT-01,ALLOW,192.168.1.75,10.238.132.145,5190,3389,UDP,232090,849358,3319,low,internal-only,KP,US
2026-03-14 11:39:23,FGT-01,DROP,185.156.73.54,10.171.48.20,10469,445,UDP,10447,126761,1620,high,internal-only,RU,US
2026-03-14 07:47:27,FGT-02,DENY,45.33.32.156,10.228.243.56,58187,22,UDP,408342,523498,1864,high,internal-only,US,KP
2026-03-14 11:59:09,FGT-02,ALLOW,10.10.5.100,10.19.54.126,16785,80,TCP,398249,430527,1716,medium,vpn-split,MX,RU
2026-03-14 18:28:27,FGT-03,ALLOW,62.210.180.229,222.19.213.70,59687,3389,UDP,117213,467857,2026,low,dmz-policy,RU,RU
2026-03-14 09:52:45,FGT-03,ALLOW,31.184.238.128,10.99.166.202,29873,445,ICMP,242053,89519,1990,low,internal-only,BR,DE
2026-03-14 23:39:45,FGT-02,ALLOW,198.51.100.23,10.233.151.112,43391,53,TCP,309650,139743,2498,low,dmz-policy,KP,GB
2026-03-14 18:15:26,FGT-01,ALLOW,185.156.73.54,10.153.231.168,50568,53,UDP,270680,925286,3053,low,internal-only,KP,KP
2026-03-14 00:01:46,FGT-03,DROP,45.33.32.156,10.237.51.88,6778,8080,TCP,304370,270839,560,low,vpn-split,BR,IN
2026-03-14 01:39:39,FGT-02,DROP,198.51.100.23,28.170.54.60,64434,445,TCP,86665,41528,3082,low,internal-only,PA,GB
2026-03-14 01:10:41,FGT-03,ALLOW,77.88.55.60,10.228.92.177,58037,3389,UDP,438864,202528,3538,low,internal-only,IN,PA
2026-03-14 10:20:05,FGT-01,DENY,10.0.1.20,10.169.229.31,24567,8080,TCP,395906,924275,2992,low,internet-access,DE,IN
