timestamp,device_id,action,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration_sec,severity,policy_name,country_src,country_dst
2026-03-19 04:36:00,FGT-01,ALLOW,192.168.1.50,10.190.40.215,5986,8080,ICMP,379011,697833,2185,low,internet-access,CN,RU
2026-03-19 17:41:22,FGT-02,DENY,109.201.133.195,10.191.78.79,25377,53,TCP,407155,382595,2625,critical,internet-access,US,IN
2026-03-19 18:30:11,FGT-03,DROP,91.108.4.12,69.253.26.234,17673,445,UDP,76680,975074,3333,low,vpn-split,MX,GB
2026-03-19 14:43:12,FGT-01,DROP,146.124.107.225,72.72.21.136,24913,8080,TCP,266499,226297,1298,low,internal-only,MX,CN
2026-03-19 07:54:32,FGT-03,RESET,91.108.4.12,10.111.123.12,39827,445,ICMP,487713,640274,1524,medium,internal-only,US,KP
2026-03-19 05:42:13,FGT-03,ALLOW,21.64.144.5,10.238.209.155,2173,22,TCP,365776,107086,3025,high,dmz-policy,RU,PA
2026-03-19 01:09:03,FGT-03,ALLOW,81.24.72.156,10.223.61.79,35944,22,TCP,205947,745691,3520,high,internet-access,BR,CN
2026-03-19 07:16:31,FGT-03,DENY,112.107.21.216,10.105.26.170,38114,80,UDP,249488,858453,1788,high,internet-access,PA,CN
2026-03-19 14:31:34,FGT-01,DROP,203.0.113.88,183.82.122.151,31561,8080,UDP,363118,790234,258,critical,dmz-policy,MX,MX
2026-03-19 17:02:09,FGT-03,DENY,203.0.113.88,10.134.102.35,4228,443,TCP,193724,447281,1036,critical,vpn-split,BR,PA
2026-03-19 13:38:35,FGT-01,DROP,89.248.167.131,10.194.198.168,55330,22,UDP,208740,339044,37,medium,internal-only,US,GB
2026-03-19 16:06:06,FGT-03,DENY,203.0.113.88,10.7.48.108,62982,22,TCP,4869,634058,2954,high,vpn-split,US,KP
2026-03-19 18:31:30,FGT-02,DENY,91.108.4.12,10.242.216.26,13200,443,ICMP,473101,898347,275,low,internal-only,US,CN
2026-03-19 08:32:21,FGT-02,ALLOW,194.165.16.11,48.224.76.245,40890,445,ICMP,358156,777762,643,high,dmz-policy,IN,IN
2026-03-19 23:16:39,FGT-01,DENY,203.0.113.88,10.84.220.59,4446,8080,ICMP,470211,496836,3557,high,internal-only,BR,MX
2026-03-19 11:11:39,FGT-03,DENY,194.165.16.11,47.142.30.192,43037,80,TCP,180775,648164,1223,low,dmz-policy,RU,RU
2026-03-19 12:50:40,FGT-01,RESET,81.24.72.156,10.95.222.132,51656,443,TCP,454430,305046,2242,medium,dmz-policy,US,BR
2026-03-19 04:19:02,FGT-01,ALLOW,21.64.144.5,201.46.29.164,40511,22,UDP,70955,566790,3312,low,dmz-policy,CN,IN
2026-03-19 20:24:27,FGT-01,ALLOW,10.10.5.200,10.167.59.145,45607,8080,UDP,396293,728619,2660,low,internet-access,MX,RU
2026-03-19 15:22:13,FGT-01,ALLOW,194.165.16.11,141.86.103.76,19961,22,TCP,376707,256405,2816,high,dmz-policy,CN,RU
2026-03-19 20:05:48,FGT-03,ALLOW,10.0.1.10,10.24.245.127,7987,22,TCP,406921,198594,1659,medium,internet-access,PA,RU
2026-03-19 20:56:52,FGT-01,ALLOW,10.0.1.10,10.107.176.111,4086,53,TCP,496990,844042,343,low,internet-access,CN,CN
2026-03-19 01:42:43,FGT-01,ALLOW,81.24.72.156,187.40.144.166,25397,445,TCP,288880,684832,3038,medium,dmz-policy,US,IN
