timestamp,account_id,interface_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,action,log_status
2026-03-21 00:09:37,123456789012,eni-abc123,80.126.196.235,10.158.52.157,36828,3306,17,6650,5944503,ACCEPT,OK
2026-03-21 08:05:16,123456789012,eni-ghi789,171.144.107.76,10.192.226.166,29821,6379,6,6,1453807,REJECT,OK
2026-03-21 14:17:13,123456789012,eni-ghi789,10.243.163.83,10.88.239.243,35295,22,6,365,821266,ACCEPT,OK
2026-03-21 10:17:45,123456789012,eni-abc123,10.0.233.186,10.82.229.96,64850,6379,1,4144,9628840,ACCEPT,OK
2026-03-21 10:44:58,123456789012,eni-ghi789,44.59.122.242,42.195.18.135,24321,3306,6,4809,88570,REJECT,OK
2026-03-21 20:15:39,123456789012,eni-ghi789,10.62.63.96,10.218.122.202,54058,6379,6,5190,4369266,REJECT,OK
2026-03-21 06:19:31,123456789012,eni-def456,10.210.89.79,115.253.245.140,35017,5432,1,379,1342,REJECT,OK
2026-03-21 13:08:56,123456789012,eni-abc123,10.25.147.77,51.105.178.214,65012,443,17,2521,2872961,ACCEPT,OK
2026-03-21 06:05:43,123456789012,eni-abc123,10.218.239.189,159.44.239.163,9806,443,1,9955,9771257,ACCEPT,OK
2026-03-21 10:39:59,123456789012,eni-abc123,10.13.53.72,10.218.160.183,55404,5432,17,7975,2466055,REJECT,OK
2026-03-21 01:18:11,123456789012,eni-abc123,10.19.64.158,10.90.85.195,27103,22,6,72,2376991,REJECT,OK
2026-03-21 03:14:28,123456789012,eni-def456,10.216.224.19,220.216.105.130,50799,5432,17,3606,7732381,ACCEPT,OK
2026-03-21 10:30:46,123456789012,eni-abc123,10.102.36.214,191.247.63.68,61782,5432,17,3364,5132709,ACCEPT,OK
2026-03-21 03:43:43,123456789012,eni-def456,58.64.154.174,214.77.100.88,10735,6379,1,4472,2979214,REJECT,OK
2026-03-21 14:38:38,123456789012,eni-def456,186.162.223.7,70.167.71.251,39091,22,17,7152,1002547,ACCEPT,OK
2026-03-21 14:37:19,123456789012,eni-ghi789,10.213.155.55,10.107.246.188,49703,22,17,1880,619625,REJECT,OK
2026-03-21 03:51:28,123456789012,eni-ghi789,10.37.143.95,95.50.229.52,11878,6379,1,9805,9346633,ACCEPT,OK
2026-03-21 16:29:10,123456789012,eni-def456,10.1.120.88,175.60.162.22,45067,443,17,8327,5385939,REJECT,OK
2026-03-21 19:31:32,123456789012,eni-ghi789,213.148.58.202,76.191.180.147,5503,22,6,5387,9361883,ACCEPT,OK
2026-03-21 09:31:47,123456789012,eni-abc123,108.179.71.57,164.129.108.6,55132,80,6,5762,647192,ACCEPT,OK
2026-03-21 12:38:55,123456789012,eni-ghi789,196.84.209.148,10.13.151.16,64539,22,17,6077,7945461,ACCEPT,OK
2026-03-21 17:09:15,123456789012,eni-def456,49.182.101.208,117.142.203.140,44216,6379,17,7912,8231895,ACCEPT,OK
2026-03-21 23:50:13,123456789012,eni-ghi789,10.135.6.89,10.106.120.169,39663,6379,6,4450,8729420,ACCEPT,OK
2026-03-21 15:11:02,123456789012,eni-ghi789,10.72.127.26,10.153.130.136,39496,80,17,3098,7521029,ACCEPT,OK
2026-03-21 07:51:42,123456789012,eni-abc123,10.74.7.34,13.86.85.130,28880,3306,1,1276,8882862,REJECT,OK
2026-03-21 13:24:06,123456789012,eni-abc123,10.142.60.164,136.120.183.120,24199,5432,6,5082,4328566,ACCEPT,OK
2026-03-21 11:14:22,123456789012,eni-abc123,164.82.99.56,10.152.227.12,29697,22,1,8586,7075984,REJECT,OK
2026-03-21 10:26:43,123456789012,eni-def456,173.229.196.117,10.49.36.243,20261,80,6,5664,7425849,ACCEPT,OK
2026-03-21 09:59:29,123456789012,eni-ghi789,10.207.172.55,10.41.119.7,55397,443,17,6740,9970183,ACCEPT,OK
2026-03-21 01:32:36,123456789012,eni-abc123,24.249.179.208,10.228.213.143,24728,3306,6,6642,9151380,ACCEPT,OK
2026-03-21 12:29:20,123456789012,eni-abc123,181.197.211.174,10.170.65.96,54320,5432,1,7344,1265705,ACCEPT,OK
2026-03-21 08:10:14,123456789012,eni-def456,83.184.236.107,10.215.125.119,10290,6379,6,8824,4432254,REJECT,OK
2026-03-21 06:43:23,123456789012,eni-def456,83.130.209.49,17.81.147.51,50628,5432,1,5924,8244765,REJECT,OK
2026-03-21 02:44:11,123456789012,eni-ghi789,119.67.133.93,10.189.207.253,56589,80,6,1874,4509589,ACCEPT,OK
2026-03-21 23:53:22,123456789012,eni-abc123,10.169.15.227,10.178.50.81,22616,22,17,7191,2525022,ACCEPT,OK
