timestamp,account_id,interface_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,action,log_status
2026-03-16 07:05:58,123456789012,eni-def456,10.222.149.222,10.182.80.36,25756,80,6,3547,5728074,ACCEPT,OK
2026-03-16 02:46:01,123456789012,eni-abc123,12.78.111.177,10.159.109.128,7675,3306,1,7740,2472365,ACCEPT,OK
2026-03-16 11:23:26,123456789012,eni-def456,10.98.183.49,201.108.25.116,18226,80,17,9547,7511077,ACCEPT,OK
2026-03-16 13:33:26,123456789012,eni-abc123,165.157.40.67,67.164.136.92,9802,5432,1,7461,5546466,ACCEPT,OK
2026-03-16 11:43:13,123456789012,eni-ghi789,10.150.92.228,173.160.151.57,41775,22,6,3463,7148724,ACCEPT,OK
2026-03-16 01:53:14,123456789012,eni-ghi789,10.214.25.120,10.60.82.156,48344,22,6,8630,4375481,ACCEPT,OK
2026-03-16 21:32:14,123456789012,eni-abc123,165.83.123.124,10.64.104.21,11773,443,17,992,4824444,ACCEPT,OK
2026-03-16 13:40:16,123456789012,eni-def456,10.184.254.78,10.213.67.175,17703,443,1,8089,6886497,ACCEPT,OK
2026-03-16 05:44:03,123456789012,eni-def456,10.244.51.111,10.94.253.251,63058,22,17,5675,7458444,ACCEPT,OK
2026-03-16 06:29:49,123456789012,eni-def456,10.189.39.224,10.116.164.79,5275,6379,1,1568,2882083,ACCEPT,OK
2026-03-16 21:38:36,123456789012,eni-def456,10.203.150.56,71.196.233.150,32451,80,6,4719,8982845,REJECT,OK
2026-03-16 02:02:00,123456789012,eni-abc123,12.66.64.60,10.10.84.78,53548,80,6,5456,8276249,REJECT,OK
2026-03-16 19:34:22,123456789012,eni-def456,96.188.129.127,126.158.171.164,53843,443,1,6415,5415149,ACCEPT,OK
2026-03-16 03:45:30,123456789012,eni-abc123,10.135.91.252,208.43.105.182,26984,6379,17,7307,5643485,ACCEPT,OK
2026-03-16 17:54:50,123456789012,eni-abc123,179.88.144.82,76.157.209.100,50656,3306,1,1268,7451331,REJECT,OK
2026-03-16 17:21:08,123456789012,eni-abc123,10.186.105.247,153.31.92.145,29710,22,1,1660,3721797,REJECT,OK
2026-03-16 00:42:19,123456789012,eni-def456,10.191.8.222,108.238.250.146,24974,6379,17,7625,3124109,ACCEPT,OK
2026-03-16 19:16:52,123456789012,eni-ghi789,10.84.44.123,131.243.142.28,48929,3306,6,3580,3046627,ACCEPT,OK
2026-03-16 18:43:02,123456789012,eni-ghi789,71.8.25.202,49.25.157.115,24498,80,17,4197,8196074,ACCEPT,OK
2026-03-16 10:06:25,123456789012,eni-ghi789,38.9.31.123,10.226.87.80,47891,80,1,7851,124718,ACCEPT,OK
2026-03-16 08:32:07,123456789012,eni-ghi789,10.113.11.252,10.226.188.88,22601,22,6,1903,774487,ACCEPT,OK
2026-03-16 07:39:30,123456789012,eni-def456,10.226.118.75,96.184.120.136,9957,443,17,284,2368428,ACCEPT,OK
2026-03-16 07:11:19,123456789012,eni-abc123,10.138.89.64,49.246.101.18,49069,6379,6,436,5502036,ACCEPT,OK
2026-03-16 16:13:52,123456789012,eni-abc123,10.30.209.10,10.214.31.109,58859,3306,17,9216,757554,REJECT,OK
